Date,SO2,NO2,CO,O3,PM2.5,PM10,SolarRad,Rainfall,Temp,Humidity,WindSpeed,IndoorPatient,OutdoorPatient
20-12-17,3.47,6.93,1.48,1.11,143.76,277.52,109.96,0,19.1,88,0,52,461
21-12-17,3.48,6.2,1.51,1.12,108.02,220.25,114.59,0,20.3,79,0,47,424
22-12-17,3.82,6.62,1.49,1.22,135.63,233.14,110.79,0,20.5,82,0,17,32
23-12-17,3.78,6.5,1.48,0.94,117.12,213.25,105.5,0,21,74,0,52,480
24-12-17,4.05,6.53,0.82,1.16,134.47,204.56,102.18,0,21.3,71,2,55,564
25-12-17,4.23,6.7,0.6,1.29,117.78,181.6,81.98,0,21.5,75,2,28,46
26-12-17,3.49,8.04,0.47,1.69,112.22,203.59,109.94,0,21.4,70,2,42,609
27-12-17,3.2,4.64,0.48,1.76,117.13,210.06,109.11,0,21.1,72,4,49,562
28-12-17,3.02,3.96,0.52,1.91,139.15,230.6,113.64,0,19.4,85,2,40,477
29-12-17,2.69,3.85,0.53,1.84,132.75,276.35,100.94,0,19.7,83,0,11,20
30-12-17,2.55,3.58,0.58,1.37,154.1,344.4,109.31,0,21.6,67,0,52,491
31-12-17,2.59,5.54,0.58,1.36,116.84,250.58,109.24,0,21.6,64,3,58,541
01-01-18,7.9,6.54,2.5,1.67,164.5,330.32,104.63,0,20.6,71,0,48,401
02-01-18,8.12,14.21,2.62,0.81,109.7,232.89,120.78,0,20.2,74,2.3,36,443
03-01-18,7.76,24.7,2.26,0.78,78.46,229.38,82.91,0,18.4,54,3.3,43,438
04-01-18,6.84,18.5,1.96,0.61,122.42,214.77,103.23,0,15.7,72,2.7,36,411
05-01-18,6.73,12.94,2.08,0.51,158.74,216.76,98.47,0,16.1,82,2,14,23
06-01-18,7.34,17.92,2.37,0.48,110.75,229.26,73.8,0,16.8,58,2,49,416
07-01-18,7.74,14.89,2.74,0.58,107.8,194.19,112.77,0,14.1,67,3.5,50,470
08-01-18,6.86,7.61,2.21,0.57,137.87,304.25,112.03,0,13,75,2,55,433
09-01-18,6.2,8.63,2.21,0.67,141.12,213.1,104.65,0,16.6,64,2,40,368
10-01-18,6.68,14.93,2.39,2.19,121.65,301.99,100.16,0,16.3,68,2,49,360
11-01-18,6.69,14.09,2.52,2.12,144.57,202.37,100.49,0,13.8,83,2.7,35,348
12-01-18,7.07,12.7,2.79,0.45,149.72,197.47,104.49,0,15.1,81,2,13,25
13-01-18,7.4,11.54,2.73,0.49,124.23,240.51,112.83,0,15.7,83,0,67,401
14-01-18,8.09,18.23,2.31,0.59,124.83,254.53,55.87,0,14.6,90,2,39,326
15-01-18,7.9,28.56,2.14,0.63,155.71,294.13,111.96,0,15.7,83,2,55,407
16-01-18,8.09,26.92,2.28,1.71,135.74,316.34,106.02,0,17.7,70,2,54,384
17-01-18,8.73,31.36,2.51,0.57,186.07,196.84,104.74,0,18.8,75,2,48,381
18-01-18,7.99,24.74,3.04,0.54,209.42,176.01,94.77,0,20.1,63,2,41,333
19-01-18,8.2,22.52,2.83,0.85,182.47,209.41,101.54,0,20,58,2,18,37
20-01-18,8.1,13.87,2.37,0.54,151.41,206.22,101.8,0,18.3,62,2,53,431
21-01-18,7.15,11.11,2.25,0.59,143.45,244.7,114.99,0,19,66,2,61,436
22-01-18,7.76,14.82,2.9,0.64,153.49,218.3,104.26,0,17.7,78,2.3,52,502
23-01-18,8.54,12.17,3.92,3.74,163.11,223.11,99.17,0,19.8,67,2,59,479
24-01-18,7.48,9.3,3.38,0.7,144.18,257.68,100.39,0,19.6,62,2,56,479
25-01-18,7.56,6.89,3.19,0.69,157.58,204.98,108.01,0,20.5,58,2,51,410
26-01-18,7.55,7.79,3.67,0.64,140.68,192.76,99.63,0,19.6,53,0,17,34
27-01-18,7.55,7.29,3.02,2.25,151.09,188.39,77.38,0,17.1,64,2.3,52,489
28-01-18,7.64,8.24,2.59,0.59,121,168.81,70.56,0,17.1,62,2.5,68,520
29-01-18,8.57,9.12,2.16,0.57,82.13,179.61,112.22,0,17.6,66,2,49,558
30-01-18,9.97,10.93,2.19,0.52,102.03,159.67,118.76,0,18.2,62,2.5,57,490
31-01-18,9.51,12.27,2.67,0.55,140.27,190.98,111.94,0,19.1,67,2,49,475
01-02-18,11.55,18.86,3.65,0.53,167.62,201.33,111.62,0,19.1,69,2,46,383
02-02-18,9.83,12.35,3.34,0.6,141.28,213.29,119.15,0,19.6,79,0,23,41
03-02-18,10.85,11.95,2.53,0.57,132.85,210.1,119,0,20.1,82,0,50,562
04-02-18,9.6,11.15,2.33,0.57,128.69,191.6,121.8,0,22.4,71,2,50,581
05-02-18,8.53,18.17,3.01,0.55,123.58,292.29,121.91,0,22.2,82,2,53,552
06-02-18,7.84,14.03,2.83,0.49,152.15,211.66,104.17,0,21.7,69,0,51,485
07-02-18,8.54,15.22,2.47,0.46,129.82,206.27,105.91,0,22.2,60,2,57,503
08-02-18,8.48,8.67,3.06,0.48,121.36,235.28,106.65,0,21.9,50,2,35,265
09-02-18,8.48,9.26,2.6,0.52,76.39,250.44,101.28,0,23.1,57,2,23,43
10-02-18,8.36,10.83,2.27,0.48,122.76,225.31,124.05,0,23.6,49,2,37,510
11-02-18,8.94,14.08,2.18,0.47,117.24,225.42,114.24,0,22.2,38,3,57,577
12-02-18,8.73,15.68,1.99,0.39,102.6,187.4,112.87,0,23.3,46,2,62,564
13-02-18,10.31,12.2,2.16,0.38,126.88,313.99,113.63,0,23.9,49,3,59,491
14-02-18,12.23,16.92,2.34,0.44,166.83,263.35,103.9,0,23,59,2.5,35,471
15-02-18,15.3,21.59,2.59,0.42,177.79,253.96,109.32,0,22.3,50,2.5,57,510
16-02-18,12.44,15.31,2.64,0.43,126.72,211.98,80.88,0,22.4,51,3,21,41
17-02-18,10.04,10.04,2.69,0.49,123.71,194.15,64.78,0,21.8,62,2.5,60,674
18-02-18,0,0,1.56,0.46,170.93,248.36,88.81,0,22.5,62,2,61,687
19-02-18,0,0,1.41,0.39,162.22,121.75,70.48,0,23.6,57,3,58,579
20-02-18,0,0,1.16,0.41,109.41,162.28,51.4,0,24.5,57,3,52,514
21-02-18,0,0,0.72,0.42,72.79,184.68,95.94,0,24.8,64,2,22,46
22-02-18,0,0,0.6,0.43,58.22,155.63,70.25,0,25,60,2,61,616
23-02-18,0,0,1.34,0.47,76.62,159.34,101.63,0,26.1,64,2,11,48
24-02-18,7.91,3.16,1.5,0.48,95.14,160.38,155.52,0,25.8,71,2,58,615
25-02-18,9.83,10.71,1.27,0.48,88.39,145.05,141.13,0,27.3,60,2,65,688
26-02-18,9.48,9.75,1.99,0.48,111.82,131.36,143.5,4,23.4,73,5,56,537
27-02-18,12.77,14.95,2.62,0.46,135.6,102.14,145.48,16,25.3,72,2,51,532
28-02-18,15.23,12.02,2.55,1.5,145.94,100.34,143.06,0,25.8,60,2,42,529
01-03-18,16.87,10.39,1.85,0.49,124.74,232.12,124.05,0,25.9,60,3,58,532
02-03-18,15.85,18.97,1.14,0.49,128.38,198.48,133.57,0,26.7,59,3,11,23
03-03-18,9.68,6.56,0.57,0.45,69.92,161.61,128.08,0,27.4,66,2.5,59,576
04-03-18,15.43,6.28,0.52,0.44,66.54,151.23,81.77,0,28.2,66,2.3,55,629
05-03-18,14.57,17.44,0.41,0.4,43.82,115.72,100.57,0,28.1,53,2,40,586
06-03-18,16.76,19.93,2.63,0.35,109.31,213.87,79.39,0,27.4,46,2,54,568
07-03-18,13.24,22.25,2.4,0.44,88.58,171.68,153.16,0,26.2,39,2.3,63,500
08-03-18,19.68,16.07,2.26,0.46,94.47,190.93,122.5,0,25.9,45,2.5,54,501
09-03-18,13.03,17.66,2.38,0.48,96.83,212.18,145.04,0,25.6,53,3,24,37
10-03-18,17.47,20.07,2.29,0.46,112.31,251.65,144.55,0,25.5,45,3,58,625
11-03-18,23.14,4.14,1.84,0.5,59.75,177.52,88.44,0,26.3,45,2.5,61,709
12-03-18,35.64,3.45,1.99,0.47,68.03,156.6,176.83,0,27.5,62,3,43,654
13-03-18,26.97,4.92,2.22,0.52,70.63,211.03,172.25,0,26.5,65,2.5,42,604
14-03-18,12.14,6.64,2.5,0.53,76.51,234.14,168.83,0,27.6,71,3,41,591
15-03-18,15.84,5.27,2.72,0.49,89.92,208.49,169,0,28.4,67,3,64,555
16-03-18,15.07,5.94,2.78,0.47,80.68,154.58,197.24,0,27.3,65,2.5,11,35
17-03-18,33.39,8.44,2.82,0.47,123.61,167.61,163.43,0,27.5,56,2,28,35
18-03-18,20.67,5.75,2.26,0.49,63.97,137.02,124.94,0,28.1,60,2.5,46,745
19-03-18,7.95,5.12,2.04,0.45,73.23,150.16,132.01,0,27.8,60,2.5,67,641
20-03-18,6.65,6.21,2.05,0.46,54.95,132.85,121.04,0,27.1,44,2,51,593
21-03-18,20.76,6.07,2.07,0.47,74.36,139.82,171.98,0,28.4,48,2.5,47,572
22-03-18,20.58,6.62,2.16,0.48,70.34,141.99,160.43,0,28.1,60,2,47,512
23-03-18,21.03,4.76,2.24,0.68,77.92,113.04,165.97,0,28.4,68,3,19,34
24-03-18,7.66,0.09,2.55,0.58,103.05,183.5,162.07,0,29,68,3,63,535
25-03-18,0.72,0.35,2.43,0.54,73.76,173.63,144.02,0,29.6,64,2,53,621
26-03-18,0.54,5.04,2.55,0.51,94.71,154.31,138.36,2,27.2,67,2.5,9,35
27-03-18,0.61,5.04,2.18,0.54,64.83,112.86,119.68,0,27.6,72,2.5,51,587
28-03-18,2.7,0.26,2.68,0.52,73.15,92.35,122.19,0,28.9,68,2.7,43,590
29-03-18,3.94,1.28,2.85,0.53,73.08,88.81,105.86,0,28.8,68,2.7,61,486
30-03-18,3.94,4.31,2.35,0.54,37.65,129.65,152.51,0,25.1,74,4,27,30
31-03-18,3.52,3.72,1.87,0.54,34.5,84.47,141.95,1,24.2,69,3,47,464
01-04-18,3.29,0.06,1.28,0.52,28.34,104.93,163.99,14,27.5,55,2,46,532
02-04-18,2.97,0.07,0.8,0.47,30.46,75.15,116.99,0,26.1,66,2,58,1215
03-04-18,2.18,0.78,0.82,0.49,40.32,116.82,146.94,0,28.6,58,2,45,501
04-04-18,2.13,0.22,1.27,0.51,61.15,119.12,134.67,0,27.6,62,3,43,537
05-04-18,3.02,0.42,0.96,0.46,44.57,98.26,70.47,0,27.7,61,5.3,56,437
06-04-18,3.23,0.86,1.06,0.45,58.83,89.77,159.85,0,26.5,71,3,9,34
07-04-18,3.29,0.25,1.05,0.12,29.63,73,158.6,2,26.7,71,2.3,62,510
08-04-18,3.06,1.73,0.43,0.49,41.51,71.68,82.3,5,25.8,75,2,56,568
09-04-18,3,0.74,0.68,0.66,43.42,80.85,135.62,0,28.3,65,3,42,544
10-04-18,2.84,0.19,1.77,0.54,52.19,91.13,150.1,0,28.6,61,3,57,529
11-04-18,3.7,0.49,1.51,0.54,77.44,128.87,164.18,0,26.9,70,3,51,502
12-04-18,3.92,0.37,1.1,0.51,64.47,84.86,161.06,8,27,63,2,47,402
13-04-18,4.12,0.98,1.43,0.48,97.67,117.4,159.68,5,28.4,66,2.5,13,30
14-04-18,3.99,0.44,0.91,0.51,71.26,157.89,199.63,0,26.5,76,2,10,32
15-04-18,3.71,0.28,0.66,0.58,41.07,103.79,167.74,42,28.7,65,0,61,501
16-04-18,3.22,0.25,0.72,0.55,34.79,101.42,175.43,0,29.7,61,2,56,551
17-04-18,2.89,0.39,1.8,0.5,59.85,123.29,190.31,0,25,76,4,44,539
18-04-18,3.41,0.08,1.87,0.47,53.34,90.6,171.92,50,27.8,70,2,54,549
19-04-18,3.95,0.08,1.49,0.46,59.27,61.56,169.21,12,27.2,75,3.5,49,446
20-04-18,3.85,0.07,1.63,0.43,57.61,63.69,164.83,2,28.6,72,2.8,12,25
21-04-18,3.24,0.09,1.36,0.46,58.69,94.49,131.75,17,26.6,86,3,56,262
22-04-18,3.49,0.33,0.77,0.47,37.39,70.22,123.33,12,28,80,6,41,584
23-04-18,3.81,0.69,0.99,1.02,53.27,72.78,128.8,5,29.6,76,2,41,448
24-04-18,3.93,0.72,1.08,0.4,70.39,66.49,105.8,0,30.2,73,2.3,46,464
25-04-18,4.52,0.58,1.19,0.38,56.76,74.88,159.06,0,27.5,66,2.3,49,494
26-04-18,4.98,20.83,0.91,0.39,44.74,108.68,167.98,26,26.8,64,3.8,40,375
27-04-18,4.24,0.44,0.49,0.43,46.03,120.75,142.55,32,26.7,69,2.3,26,35
28-04-18,3.47,0.36,0.52,0.45,39.03,95.91,155.71,0,29.2,64,3.3,66,507
29-04-18,3.31,0.3,0.44,0.51,33.33,75.77,176.44,0,22.3,86,3,9,52
30-04-18,3.33,0.33,0.7,0.84,29.85,72.2,168.5,77,22.7,87,4,49,454
01-05-18,2.86,0.06,1.72,2.71,28.75,79.02,154.2,32,27.4,74,3.5,21,44
02-05-18,3.14,1.21,0.78,1.38,26.6,79.09,171.44,0,25.2,80,3,20,37
03-05-18,3.36,0,1.31,1.37,36.86,85.4,164.21,5,26.7,74,3,56,516
04-05-18,2.97,0,1.77,11.57,31.22,90.9,111.74,0,25.9,82,4,19,36
05-05-18,2.72,0.49,0.95,18.13,33.11,86.66,216.28,19,26.9,81,5,50,460
06-05-18,2.81,0,1.02,1.41,40.54,126.35,172.1,24,29.4,76,4,64,503
07-05-18,2.84,0,0.62,52.52,40.02,98.35,181.46,4,27.2,81,2.3,54,555
08-05-18,3.19,0,0.92,0.97,37.92,83.88,184.43,0,29.6,81,5.7,48,487
09-05-18,3.3,0,0.83,0.86,41.64,97.3,129.86,0,27.8,84,2,40,487
10-05-18,3.29,0,1.29,0.61,54.95,101.22,157.7,14,24.4,84,4.5,42,322
11-05-18,3.11,0,2.66,0.74,36.95,82.16,192.46,15,25.8,77,7.3,13,1
12-05-18,3.13,0.05,2.84,0.7,46.88,100.89,168.32,2,27.5,71,6,52,478
13-05-18,2.91,0,2.31,0.8,50.25,100.92,134.09,0,26.9,77,3,50,537
14-05-18,2.99,0,1.33,0.95,41.63,74.15,160.43,42,27.7,74,2,50,546
15-05-18,3.33,0,0.94,1.97,34.4,69.6,181.61,0,28.5,74,4.5,40,472
16-05-18,4.19,0.1,1.26,0.7,48.46,87.2,154.87,22,23.8,83,5,45,426
17-05-18,2.65,139.5,1.45,0.69,40.41,74.45,156.52,10,27.7,79,5,50,410
18-05-18,2.83,6.33,1.5,0.56,32.27,75.14,182.84,0,25.8,87,4,10,16
19-05-18,1.13,8.33,1.3,1.14,47.13,98.98,163.72,31,27.9,83,2,44,401
20-05-18,1.43,4.16,1.36,1.4,58.68,116.02,120.91,35,26.9,83,3,46,460
21-05-18,0.81,0,2.25,1.27,46.33,88.9,204.2,35,26.3,90,6,45,324
22-05-18,1.4,0.07,1.61,2.12,36.2,84.86,184.4,19,28.1,89,3,46,383
23-05-18,0.31,4.34,1.04,2.13,34.86,75.8,188.31,12,26.7,90,4,50,361
24-05-18,0.25,0,1.46,2.15,30.68,65.62,128.51,52,28.7,83,5,61,333
25-05-18,0.06,3.56,1.74,2.17,30.43,71.85,134.26,1,28.9,82,3.8,16,30
26-05-18,0.35,0.37,1.47,2.14,33.86,81.13,181.78,18,30.7,78,2,47,368
27-05-18,1.31,0.66,1.62,2.15,42.24,78.32,141.82,0,31.3,73,2.5,44,442
28-05-18,0.18,0.13,0.96,2.16,47.84,88.27,147.21,0,30.6,70,2.5,42,354
29-05-18,1.01,2.06,0.83,2.15,47.91,80.15,159.64,0,29.9,62,4,47,337
30-05-18,0.72,0.48,1.03,2.16,23.25,62.8,123.35,0,30.6,65,3.5,37,344
31-05-18,0.58,16.17,1.16,2.19,39.37,79.48,162.85,0,26.1,87,2,45,254
01-06-18,2.3,10.54,0.98,0.53,33.6,73.05,105.86,82,26.6,89,3,21,25
02-06-18,1.98,8.82,0.92,2.15,23.34,56.77,119.26,1,28.8,83,3,53,380
03-06-18,2.29,7.84,0.99,2.16,45.57,56.32,74.09,2,28,87,3,50,402
04-06-18,2.86,7,0.85,2.16,23.93,48.05,62.58,35,29,84,5,55,345
05-06-18,2.95,8.29,1,2.17,26.13,41.05,43.22,23,30.3,77,0,47,346
06-06-18,3,17.36,1.58,2.19,28.68,48.59,155.3,0,30,84,3,45,325
07-06-18,2.75,8.9,1.27,0.91,29.08,33.77,133.37,6,31.2,78,3,48,345
08-06-18,11.26,6.42,0.79,1.15,27.87,36.25,139.03,1,30.7,79,3,11,20
09-06-18,11.07,7.23,0.87,0.7,42.16,38.74,95.16,0,30.9,76,3,43,292
10-06-18,7,12.32,0.97,0.62,23.84,36.3,198.45,3,28.9,83,3,29,325
11-06-18,3.4,13.78,1.07,1,16.73,46.11,120.13,24,29,84,5,27,257
12-06-18,3.86,0.33,2.11,2.21,26.16,41.68,126.32,0,28.3,90,3,35,246
13-06-18,1.93,19.18,2.62,2.23,33.98,37.86,69.28,58,29.2,87,3.5,20,28
14-06-18,2.11,0.18,2.82,2.26,34.84,57.21,112.72,0,31.8,80,3,24,167
15-06-18,2.15,1.21,1.01,2.24,39.05,39.25,105.33,0,29.6,83,7,13,27
16-06-18,2.18,2.19,1.06,0.47,40.78,36.65,84.34,8,27.7,79,4.7,5,7
17-06-18,2.1,0.1,1.01,0.51,30.64,38.04,161.78,1,30.2,79,2.8,30,65
18-06-18,0.36,26.46,0.8,0.53,25.29,47.71,158.13,1,31.4,80,3,33,152
19-06-18,0.34,126.83,0.77,0.52,22.93,44.92,156.5,0,26.5,85,3,47,268
20-06-18,0.25,128.05,0.82,0.59,17.79,40.78,208.98,8,30.2,77,5,55,439
21-06-18,0.19,129.13,0.87,0.56,12.93,0,221.86,0,30.8,77,3,48,368
22-06-18,0.26,130,0.94,0.47,12.88,0,185.99,1,30.7,75,4.3,20,35
23-06-18,0.38,130.55,1.39,1.26,14.3,34.89,127.47,0,28.2,88,3,63,372
24-06-18,0.38,130.75,0.93,0.46,12.71,45.03,100.23,62,29.4,83,4.7,64,472
25-06-18,0.23,131.78,0.7,0.44,14.19,23.53,178.49,0,27.8,89,5,57,590
26-06-18,0.2,133.31,0.81,0.44,13.3,21.67,209.27,31,29.5,77,4,75,482
27-06-18,0.15,134.27,0.9,0.46,34.84,34.09,141.6,3,28.6,79,4,52,487
28-06-18,0.2,132.78,0.82,0.57,17.85,53.12,197.02,12,28.6,80,4.2,49,398
29-06-18,0.23,132.5,0.8,0.52,19.83,61.48,142.13,4,29.7,76,3.9,15,33
30-06-18,0.18,133.65,1.03,0.53,24.51,45.9,131.61,0,29.9,78,5.4,52,512
01-07-18,0.17,134.69,1.19,0.53,13.8,53.1,175.4,0,30.1,76,5,45,531
02-07-18,0.19,134.8,1.08,0.89,24.8,39.3,123.89,1,29.1,81,3,49,480
03-07-18,0.28,134.74,1.18,0.84,20.3,40.97,112.94,23,27.2,92,3,47,548
04-07-18,0.33,134.98,1.14,0.75,20.36,57.95,71,43,27.5,91,3.3,46,479
05-07-18,0.27,134.45,1.03,0.72,10.91,76.71,89.09,7,29.5,82,3.3,56,402
06-07-18,0.28,134.66,0.63,0.63,9.21,80.63,42.96,0,30.4,78,3,19,31
07-07-18,0.21,135.51,2.8,0.63,17.58,59.99,47.38,0,30.8,72,3,50,529
08-07-18,0.25,137.65,3.06,0.6,18.69,24.42,185.3,0,29.9,77,5.3,54,520
09-07-18,0.24,137.54,1.37,0.5,9.45,22.56,175.47,3,29.2,80,4.5,52,575
10-07-18,0.3,136.89,1.65,0.47,12.88,47.19,164.32,1,29.7,79,4.7,51,517
11-07-18,0.44,137.7,0.98,0.51,17.22,70.16,120.01,0,30.2,76,3,50,534
12-07-18,0.37,135.5,0.87,0.57,16.57,56.33,167.32,9,30.2,79,3,43,482
13-07-18,0.3,135.26,0.9,0.55,12.77,63.76,154.74,9,30.4,78,3,8,28
14-07-18,0.35,134.11,1.12,0.61,19.07,68.56,116.42,1,31.1,73,2.8,50,530
15-07-18,0.37,136.68,1.36,0.57,15.73,56.64,186.43,0,30,79,3.3,53,576
16-07-18,0.45,138.08,4.96,5.89,17.84,44.16,145.82,3,29.7,78,5,50,577
17-07-18,0.36,137.11,3.58,0.69,22.03,44.2,137.84,5,28.6,86,4,51,468
18-07-18,0.5,134.39,2.01,1.73,20.23,42.97,122.66,24,30.8,76,5,45,536
19-07-18,0.76,133.89,1.26,4.27,24.67,40.33,48.77,0,33,72,0,56,435
20-07-18,0.72,135.51,1.22,3.98,22.72,36.66,43.28,0,31.1,73,3,25,52
21-07-18,0.45,135.87,1.67,3.1,32.7,52.62,70.77,3,28.7,83,3.8,47,508
22-07-18,0.2,130.43,1.31,4.02,16.9,30.63,86.91,15,29.1,87,4,62,588
23-07-18,0.44,123.68,1.41,0.45,19.86,27.41,114.59,23,27.3,89,4,55,508
24-07-18,0.58,129.55,0.81,0.51,13.71,25.74,35.94,55,27.1,93,4,35,429
25-07-18,0.68,136.19,1.15,0.51,17.9,24.55,41.02,60,27.4,90,3,59,345
26-07-18,0.8,173.78,1.39,1.46,34.01,35.57,51.65,39,27.2,90,3,51,446
27-07-18,0.68,177.37,2.31,0.49,32.72,44.05,146.77,10,28,90,3,17,31
28-07-18,0.22,197.6,3.11,0.51,23.03,37.05,5.9,10,27.8,89,3,62,501
29-07-18,0.71,176.99,1.72,0.57,19.86,38.01,138.78,4,28.9,82,3,70,489
30-07-18,0.74,210.66,2.08,0.6,37.87,44.86,146.51,0,28.8,83,2,45,463
31-07-18,0.12,205.71,2.2,0.52,30,39.6,143.12,6,29.4,79,2,52,452
01-08-18,0.88,120.14,3.43,0.46,31.17,34.66,103.25,3,28.4,83,2.5,56,392
02-08-18,1.07,0,2.18,0.49,35.17,49.33,70.14,25,27.6,88,2.5,52,254
03-08-18,1.15,0,1.33,0.55,43.01,63.76,103.43,25,28.5,83,3,22,31
04-08-18,1.05,0,0.53,0.57,25.75,60.66,149.14,0,28.8,87,0,45,293
05-08-18,1.09,0,0.57,0.61,21.86,54.99,172.02,5,29.1,85,3,44,327
06-08-18,1.18,0,2.15,0.57,23.9,53.96,88.68,19,29.5,82,3,55,304
07-08-18,1.29,0,1.79,0.55,16.6,50.8,150.22,12,30,72,3.7,47,443
08-08-18,1.28,0,3,0.54,19.6,56.16,164.58,0,30,74,4.3,51,473
09-08-18,1.15,0,3.16,0.55,20.36,47.94,137.2,0,29.6,78,5,53,414
10-08-18,1.07,0,1.6,0.57,20.52,51.71,111.6,0,30.8,72,2,17,27
11-08-18,1.11,0,2.12,0.4,31.71,53.18,28.9,0,30.6,74,3.7,70,517
12-08-18,1.28,0,2.73,0.32,23.4,41.66,27.76,0,29,83,2,55,513
13-08-18,1.41,0,2.22,0.33,20.51,43.43,80.48,9,31,73,3,52,493
14-08-18,1.5,0,0.72,0,36.93,0,67.05,2,31.3,71,5,46,441
15-08-18,1.63,2.72,0.99,6.09,32.74,32.26,91.49,3,31.3,68,5.3,19,91
16-08-18,1.49,4.11,1.69,3.58,32.16,30.57,69.44,0,30.6,72,3.5,45,467
17-08-18,1.4,5.58,2.69,0.78,40.28,26.43,82.57,1,30.6,76,3,17,27
18-08-18,1.3,9.18,2.81,1.37,24.28,33.13,50.11,2,32,73,3,48,416
19-08-18,1.35,8.8,2.09,0.6,24.21,32.21,135.81,1,30.2,77,4,40,310
20-08-18,1.41,0,2.21,0.64,30.97,62.81,110.45,10,29.4,78,4.3,23,165
21-08-18,1.56,0,2.37,0.61,34.69,70.29,75.54,10,29.1,83,3.5,14,20
22-08-18,1.69,0,3.19,0.75,45.81,91.41,127.6,0,30,80,3.5,9,11
23-08-18,1.79,0,2.34,0.56,27.7,42.03,100.24,2,29.9,81,3.5,20,19
24-08-18,1.56,0,2.09,0,21.48,43.98,98.02,6,29.6,81,3.7,17,19
25-08-18,1.67,0,2.63,0.64,22.46,43.65,73.27,0,30.1,76,3.7,58,211
26-08-18,1.78,0,2.87,0.59,25.93,23,69.96,2,29.9,77,3,51,446
27-08-18,4.17,0,1.17,0.9,47.06,0,221.8,2,29.4,76,5,67,449
28-08-18,1.46,0,2.25,1.44,17.61,0,115.47,0,29.5,79,3.3,48,460
29-08-18,3.11,3.56,3.07,1.91,28.35,21.36,150.11,0,29,82,2,45,442
30-08-18,0,6.55,3.33,0,20.47,27.43,186.87,2,29.7,80,2,54,431
31-08-18,0,0,0,0,0,0,0,0,30.7,75,4.3,15,25
01-09-18,0,0,2.54,0,15.32,0,130.27,2,29.9,76,3.8,75,459
02-09-18,1.55,0.09,1.96,0,12.6,0,104.8,0,28.3,86,3,27,50
03-09-18,2.25,0.17,0.67,0.77,12.87,0,150.69,15,29.7,80,3.7,69,645
04-09-18,2.42,0.07,0.7,0.57,16.78,0,164.2,0,29.5,83,3.7,57,563
05-09-18,3.78,0.08,0.68,0.76,21.06,0,155.74,4,29.8,74,4.3,45,528
06-09-18,1.92,13.38,0.62,0.6,19.62,0,167.74,0,29.2,72,8.7,48,406
07-09-18,4.76,8.96,0.6,0.54,18.17,0,131.53,0,29.3,79,5.8,17,28
08-09-18,5.06,0.13,0.66,0.57,20.04,0,154.72,0,30.3,73,2.7,64,574
09-09-18,5.06,0.07,0.69,0.67,24.81,0,147.43,0,30.2,73,2.3,64,604
10-09-18,4.73,0.06,1.04,0.65,28.14,15,55.99,0,29.7,75,3,44,548
11-09-18,4.32,0.05,1.05,0,45.74,0,27.07,0,29.1,80,4,70,531
12-09-18,4.3,0.07,0.96,0,51.37,0,127.47,1,29.4,84,2,36,476
13-09-18,4.4,0.05,0.89,0,32.79,0,83.86,15,27.9,90,3,51,365
14-09-18,4.43,0.06,1.2,0,36.09,93,112.45,3,28.5,84,3,10,26
15-09-18,4.59,0.06,1.59,0,46.33,0,102.14,0,30.1,77,5,70,558
16-09-18,4.65,0.06,2.76,0,64.06,83.02,151.86,0,30.7,70,3,64,592
17-09-18,4.31,0.06,1.82,1.15,37.57,35,77.58,0,31.6,70,0,61,556
18-09-18,3.96,0.07,2.33,0,26.83,0,177.21,0,32.1,69,0,55,540
19-09-18,3.86,0.06,1.99,1.04,19.41,39,57.84,0,31.8,70,5,47,508
20-09-18,4.17,0.21,1.36,0.69,33.99,0,75.57,23,28.9,80,4,55,391
21-09-18,4.15,0.12,0.96,0,33.13,0,134.28,2,28.2,79,5,21,21
22-09-18,5.23,30.79,1.41,0,21.46,0,183.12,6,28.5,84,3,46,514
23-09-18,10.83,0.22,2.38,0,27.38,0,157.61,3,29.7,78,3,50,575
24-09-18,0,0.15,1.99,0,33,0,112.55,0,30.4,74,3.5,44,508
25-09-18,0,0.15,2.15,0,54.92,0,68.24,0,29.7,79,4,47,473
26-09-18,0,0.12,2.12,0,65.8,0,82.41,0,30.1,77,3,54,463
27-09-18,0,10.49,2.41,0,68.71,0,65.29,0,28.4,86,3,60,417
28-09-18,0,11.7,2.44,0,34.23,0,101.18,2,30.5,75,0,7,16
29-09-18,0,12.86,1.82,0,15.1,0,50.39,0,30.4,77,5,48,517
30-09-18,0,14.61,1.48,0,14.08,0,6.3,0,31.4,66,3,45,547
01-10-18,0,3.28,0,0,66.76,0,149.18,0,30.3,61,5,75,609
02-10-18,0,3.28,1.98,0,32.07,0,115.27,0,30.6,58,3,50,495
03-10-18,0,2.49,2.35,0,30,0,130.63,0,31.1,62,3,48,563
04-10-18,0,6.49,3.44,0,40.62,0,108.21,0,29,74,5,49,400
05-10-18,0,3.64,4.5,0,44.85,0,132.03,0,29.3,71,3,21,36
06-10-18,0,3.11,4.24,0,54.52,0,74.01,0,28.4,73,5,57,589
07-10-18,0.85,7.82,2.61,0,21.36,63.95,85.35,0,29.4,69,4,58,556
08-10-18,9.2,12.42,1.32,0,20.74,85.55,99.63,0,29.7,62,4,48,586
09-10-18,3.7,3.94,1.37,0,24.2,44.67,57.01,0,28.3,73,4,53,587
