Date,SO2,NO2,CO,O3,PM2.5,PM10,SolarRad,Rainfall,Temp,Humidity,WindSpeed,IndoorPatient,OutdoorPatient
10-10-18,3.52,2.39,2.1,0,32.57,26.89,156.45,0,25.7,84,3.3,47,562
11-10-18,25.56,3.88,1.66,0,26.8,20.34,134.89,1,25.2,86,5.3,48,478
12-10-18,24.82,4.8,1.66,0,32.06,22.93,478.57,1,24.6,92,3,18,21
13-10-18,17.11,4.72,0.75,4.28,22.33,34.14,74.61,24,24.6,90,4.5,47,511
14-10-18,12.51,4.34,0.46,5.38,28.11,30.8,125.32,15,25.2,83,5,47,556
15-10-18,15.45,3.72,2.66,1.88,90.25,59.3,108.46,0,27.1,75,4.5,43,520
16-10-18,20.9,5.6,2.24,1.92,91.92,86.43,132.3,0,27.2,68,2,48,548
17-10-18,28.23,6.36,3.66,1.92,88.17,87.63,147.18,0,26.6,67,3,55,590
18-10-18,24.57,6.67,3.52,1.94,62.1,91.71,123.91,0,27.3,67,0,41,476
19-10-18,20.12,6.14,2.24,1.94,22.45,103.83,72.57,0,27.8,72,3,17,33
20-10-18,17.15,5.65,1.77,1.96,25.29,118.8,12.23,0,27.6,76,0,63,594
21-10-18,9.01,5.41,0.94,1.97,16.17,93.06,12.09,0,27.6,68,3,60,692
22-10-18,3.78,3.93,0.97,1.99,21.6,96.03,126.27,0,27.7,71,5,61,690
23-10-18,8.18,5.49,1.54,2,39.52,83.83,148.37,0,27.1,71,3,51,600
24-10-18,17.84,5.46,1.9,2.09,52.21,81.75,127.77,0,27.1,67,3,66,641
25-10-18,15.73,5.36,1.33,2.17,80.11,81.21,76.38,0,27.1,58,3,48,482
26-10-18,13.62,4.59,0.88,2.19,75.96,76.25,152.81,0,26.6,62,3,19,34
27-10-18,11.89,4.43,0.83,2.14,86.25,68.51,150.29,0,27.5,61,3,56,612
28-10-18,10.55,3.16,1.02,2.17,116.73,59.81,17.16,1,23.2,84,6.5,53,399
29-10-18,10.65,2.41,0.49,2.16,67.86,97.56,125.2,3,23.7,82,3.5,45,318
30-10-18,8.13,2.88,0.37,0,61.61,80.97,33.59,0,25.6,78,3,59,507
31-10-18,10.63,2.94,0.41,0,42.41,57.94,143.09,0,26.8,74,3,37,471
01-11-18,0,0,0.51,0.08,53.34,49.92,139.39,0,27.4,69,3,56,520
02-11-18,4.2,0,0.55,0.35,61.18,44.89,149.06,0,26.8,75,3,14,31
03-11-18,3.96,0,0.79,0.46,62.09,78.78,160.86,0,27.3,75,3,50,590
04-11-18,1.62,0,0.81,0.36,51.22,114.35,191.06,0,27.5,73,2,53,676
05-11-18,2.22,0,0.55,0.31,46.57,54.73,210.11,0,27.6,72,2.5,54,610
06-11-18,4.73,0,0.62,0.54,56.95,57.46,153.93,0,25.7,83,2,41,483
07-11-18,0,0,0.52,0.31,54.61,98.56,212.59,13,24.6,79,3,59,636
08-11-18,0,0,0.7,0.28,52.87,86.73,192.81,0,24.8,65,3,50,499
09-11-18,0,0,1.04,0.28,92.77,155.06,95.75,0,23.3,73,3,15,30
10-11-18,0,0,0.89,0.28,72.86,138.73,145.87,0,23.1,69,0,40,600
11-11-18,0.23,0,0.76,0.26,61.67,96.3,137.87,0,23.5,69,3,55,655
12-11-18,0.7,0,0.62,0.26,60.04,116.49,143.59,0,24.4,69,3,48,660
13-11-18,1.27,0,0.61,0.28,52.49,84.96,171.07,0,23.9,71,3,55,630
14-11-18,1.77,0,0.75,0.26,131.92,153.54,119.78,0,23.8,73,0,43,564
15-11-18,0,0,0.81,0.25,143.63,176.29,64.96,0,24.8,73,0,33,494
16-11-18,0,0,0.65,0.25,132.1,112.24,87.2,0,25.2,63,3,13,37
17-11-18,0,0,0.42,0.27,143.1,105.29,55.53,0,24.8,62,3.3,55,651
18-11-18,0,0,0.47,0.29,122.9,114.12,53.46,0,23.2,61,3,49,656
19-11-18,0,0,0.87,0.26,111.69,128.3,116.52,0,23,63,3,44,592
20-11-18,0.08,0,0.96,0.26,108.27,129.52,147.86,0,22.4,69,3,63,580
21-11-18,0,0,0.76,0.28,134.28,102.88,149.22,0,22.4,70,4,7,47
22-11-18,0,0,0.46,0.29,169.96,92.88,139.67,0,22.7,69,3,46,575
23-11-18,0,0,0.62,0.3,209.51,104.02,139.13,0,22.7,66,3,16,38
24-11-18,0.06,0,0.68,0.29,86.33,89.08,125.24,0,22.5,72,0,54,623
25-11-18,0.11,0,0.65,0.28,105.58,74.27,91.93,0,22.6,70,4,52,656
26-11-18,0,0,0.68,0.28,82.99,79.86,93.62,0,23.6,63,3,50,621
27-11-18,0,0,0.67,0.3,119.13,46.93,78.15,0,24.8,58,4,58,605
28-11-18,0.41,0,1.26,0.31,138.19,57.63,105.37,0,23.6,61,3,54,576
29-11-18,2.23,0,1.32,0.32,121.14,94.67,6.7,0,23.1,62,3,51,504
30-11-18,4.33,0,0.62,0.32,186.59,90.8,84.53,0,22.5,64,0,6,27
01-12-18,5.62,0,0.73,0.34,193.02,115.46,75.1,0,22.2,63,3,40,600
02-12-18,6.39,0,1.1,0.32,115.92,113.03,14.34,0,21.9,63,3,51,601
03-12-18,6.17,0,0.8,0.27,120.74,94.92,71.1,0,22.1,62,3,48,624
04-12-18,3.87,0.66,0.62,0.36,83.45,108.6,109.6,0,22.5,63,3,44,587
05-12-18,1.03,3.92,0.8,0.36,148.29,98.06,78.63,0,22.7,59,3,49,589
06-12-18,0.16,0.45,0.98,0.35,185.36,126.34,41.78,0,21.3,68,0,52,465
07-12-18,0.39,0.39,0.93,0.33,164.64,127.87,63.56,0,21.2,63,2,16,30
08-12-18,0.3,0.51,0.85,0.35,114.78,127.28,100.61,0,21.5,64,3,60,590
09-12-18,0.64,2.14,1.08,0.42,156.3,109.46,94.04,0,21.2,68,3,60,621
10-12-18,0.09,4.2,1.24,0.5,171.54,128.4,64.99,0,20.3,69,0,49,596
11-12-18,2.39,12.89,0.82,0.65,156.09,145.49,70.66,0,21.3,64,2.5,56,640
12-12-18,0,1.32,0.52,0.68,156.67,133.04,77.26,0,21.2,69,3,59,613
13-12-18,1.17,4.71,0.65,0.54,43.22,133.76,57.42,0,22.2,66,3,59,532
14-12-18,2.99,0.52,0.62,0.58,50.52,118.29,81.42,0,22.6,62,3,11,30
15-12-18,0,0,0.58,0.69,155.71,218.82,101.75,0,21.7,58,3,52,572
16-12-18,0,0,0.54,0.66,205.23,275.05,96.57,0,22.3,64,3,18,28
17-12-18,4.9,0,0.22,0.6,17.68,101.9,10.66,0,20,84,3,45,636
18-12-18,4.83,16.72,0.89,0.82,16.44,267.45,30.15,12,18,88,2.5,43,584
19-12-18,5.32,12.16,1.6,1.31,34.29,291.08,30.56,1,16.7,89,4,48,561
20-12-18,6.94,13.85,1.94,1.45,86,277.52,118.55,0,17.1,85,3,48,423
21-12-18,6.97,12.4,1.82,1.63,62.58,220.25,111.92,0,19.3,72,3,18,30
22-12-18,7.65,13.24,1.77,1.97,108,233.14,113.53,0,19.9,69,4.3,55,566
23-12-18,7.57,12.99,1.96,1.36,85.38,213.25,106.1,0,19.8,72,0,54,651
24-12-18,8.11,13.06,2.44,1.39,132.83,204.56,111.29,0,20.4,67,3,61,559
25-12-18,8.47,13.39,2.67,1.98,109.08,181.6,101.1,0,19.5,63,3,28,45
26-12-18,6.98,16.08,2.07,2.8,74.79,203.59,103.24,0,19.2,57,3,49,608
27-12-18,6.4,9.28,2.73,2.88,84.2,210.06,108.24,0,18.8,56,3,39,343
28-12-18,6.04,7.93,2.75,3.17,113.65,230.6,127.91,0,17.9,43,3,17,28
29-12-18,5.38,7.69,2.31,3,61.43,276.35,115.04,0,17.5,51,3,31,197
30-12-18,5.09,7.15,2.99,2.05,65.26,344.4,137.77,0,18.2,66,5,11,15
31-12-18,5.19,11.09,2.75,1.94,55.16,250.58,128,0,19.5,63,3,34,219
