Date,SO2,NO2,CO,O3,PM2.5,PM10,SolarRad,Rainfall,Temp,Humidity,WindSpeed,IndoorPatient
21-12-15,14.82,46.7,2.93,1.43,167.2,361.7,239.28,0,17.5,67,2,54
22-12-15,15.39,42.2,1.72,1.62,132.63,0,247.23,0,18.4,64,0,44
23-12-15,18.84,41.8,1.74,1.26,118.6,0,248.48,0,18.3,61,0,39
24-12-15,15.7,38.89,2.12,0.96,128.5,0,247.81,0,19.1,59,3,26
25-12-15,11.46,30.29,1.33,0.83,123.59,0,241.27,0,18.3,55,2.3,8
26-12-15,13.58,0.14,1.57,1.38,125.75,0,242.37,0,18.4,55,2.3,55
27-12-15,22.95,0.13,2.06,2.04,138.59,0,240.22,0,18.8,59,2,47
28-12-15,22.38,85.09,2.52,2.1,150.06,0,246.05,0,18.7,64,2,37
29-12-15,25.81,97.28,2.48,2.14,176.07,0,251.96,0,19.1,69,0,54
30-12-15,22.56,124.16,3.02,1.66,227.85,0,254.3,0,19.2,74,0,38
31-12-15,24.59,132.68,2.19,1.23,171.08,0,254.29,0,19.7,73,0,34
01-01-16,14.57,1.4,3.31,1.28,209.19,515.31,257.4,0,19.8,73,2,61
02-01-16,14.55,130.79,2.07,1.25,145.1,473.83,256.87,0,20.1,70,5,47
03-01-16,18.52,122.56,2,1.38,135.1,462.5,253.2,0,19.7,70,2,39
04-01-16,20.31,95.04,1.87,1.28,135.63,0,256.26,0,20.8,64,2,13
05-01-16,12.51,80.09,2.02,1.14,124.8,0,249.42,0,20.3,63,2,49
06-01-16,10.02,4.07,1.82,1.1,131.05,0,248.58,0,20.1,64,2,38
07-01-16,16.05,0.36,2.08,1.03,125.75,220.83,250.43,0,19.9,68,2,51
08-01-16,22.49,0.19,2.1,1.47,195.65,271.03,252.05,0,20.4,71,2,51
09-01-16,10.74,0.17,2.18,1.76,147.57,263.36,246.76,0,20.5,85,2,47
10-01-16,8.56,1.07,1.82,0.85,174.55,416.27,243.97,0,19.3,78,2,47
11-01-16,7.73,77.38,1.36,1.33,139.75,312.39,241.56,0,19.1,56,2,12
12-01-16,5.91,103.99,1.6,1.37,122.38,276.26,236.8,0,18.6,64,5,47
13-01-16,21.49,0.07,1.8,1.35,150.19,292.34,238.11,0,18.5,71,2,46
14-01-16,28.24,0.49,2.43,1.07,153.95,361.72,245.5,0,19,70,0,47
15-01-16,13.58,0.64,3.57,1.08,224.97,322.05,249.64,0,19.1,70,2,39
16-01-16,7.56,0.97,1.03,1.08,156.33,206.07,251.97,0,19.7,66,2,9
17-01-16,8.92,0.06,2.39,0.83,180.26,278.38,248.65,0,19.5,59,2,45
18-01-16,10.83,0.05,2.19,0.76,155.58,120.56,248.04,0,19.8,61,2,9
19-01-16,8.42,0.44,2.5,0.81,163.24,227.72,258.13,0,20,70,2,49
20-01-16,9.37,0.22,1.67,0.71,130.57,204.03,253.39,0,18.3,78,2.3,45
21-01-16,9.16,121.57,1.72,0.81,95.92,185.81,292.06,3,18.2,78,2.7,54
22-01-16,8.72,124.77,3.77,4.65,113.49,203.26,386.91,0,16.2,78,5.8,44
23-01-16,6.17,96.19,3.76,5.07,148.67,240.79,409.63,0,16.1,74,5,39
24-01-16,5.53,115.83,4.04,5.37,147.9,205.45,408.55,0,16.1,68,2,26
25-01-16,5.2,119.78,2.57,5.59,98.22,215.33,413.46,0,16.1,62,2,8
26-01-16,7.17,122.85,2.17,5.81,132.85,189.92,415.93,0,15.6,65,2,55
27-01-16,10.59,147.39,3.1,5.33,177.19,300.42,415.37,0,18.4,58,0,47
28-01-16,14.4,0.06,2.69,0.83,161.4,241.24,408.78,0,19.2,64,2,37
29-01-16,8.88,0.09,2.44,0.8,149.12,181.9,393.25,0,19.2,66,2,54
30-01-16,11.5,93.92,2.93,0.74,164.41,259.99,387.29,0,18.9,69,3,38
31-01-16,11.79,99.64,2.16,0.64,211.97,262.92,402.97,0,20.8,82,2,34
01-02-16,5.84,0.12,3.64,0.53,108.34,267.65,411.94,0,21.3,76,2,48
02-02-16,16.94,84.5,2.08,0.64,140.41,223.51,414.4,0,21.4,74,3,48
03-02-16,5.24,0.08,2.46,0.67,159.28,223.61,419.6,0,22.1,60,2.5,47
04-02-16,4.28,98.21,2.68,0.57,118.4,264.7,409.21,0,21.1,49,2.3,30
05-02-16,12.8,0.56,2.52,0.52,124.57,283.16,405.87,0,19.9,54,5,14
06-02-16,22.77,0.12,6.37,0.73,163.89,351.18,403.5,0,19.9,56,2,45
07-02-16,18.92,70.18,2.71,0.58,167.73,257.07,411.71,0,21.2,60,0,66
08-02-16,10.98,0.3,4.88,0.73,230.15,199.93,423.67,0,22.4,62,2,45
09-02-16,6.94,0.72,1.71,0.66,135.58,182.97,420.86,1,23.4,71,2,40
10-02-16,8.68,94.95,1.96,0.65,135.34,333.6,418.93,0,22,72,2,44
11-02-16,23.06,0.28,2.39,0.62,126.28,287.06,416.76,0,23.1,74,2,50
12-02-16,11.61,81.53,2.4,0.65,146.46,204.58,427.07,4,23.9,77,2,12
13-02-16,7.05,87.7,2.73,0.59,138.65,163.4,423.94,0,22.8,62,2,48
14-02-16,21.32,0.06,2.11,0.58,187.57,200,431.49,0,23.7,66,0,48
15-02-16,16.68,0.81,2.47,0.59,217.36,117.49,445.06,0,24.9,71,2,52
16-02-16,26.72,0.09,2.57,0.54,289.78,127.31,451.87,0,24.9,64,2,45
17-02-16,29.57,0.15,3,0.61,255.48,211.45,455.78,0,24.7,60,2,48
18-02-16,16.36,0.17,1.94,0.52,190.83,10.63,461.26,0,26.2,53,2.3,48
19-02-16,6.29,0.22,0.93,0.53,104.46,54.98,461.98,0,27.3,59,3,14
20-02-16,7.36,0.3,1.28,0.56,43.56,36.05,460.99,0,28,64,2.3,50
21-02-16,6.64,0.34,2.39,0.58,33.15,32.16,462.04,0,28,66,2,17
22-02-16,9.43,0.37,1.97,0.58,27.5,30.68,430.19,0,25.9,50,3,49
23-02-16,13.09,0.45,1.61,0.52,122.92,101.84,417.39,0,26.2,63,2.3,51
24-02-16,12.56,0.92,2.55,0.6,101.62,201.59,417.7,0,23.5,78,4.3,40
25-02-16,11.41,0.88,1.72,0.58,259.6,157.07,411.75,8,24.9,66,2,46
26-02-16,11.05,76.25,1.71,0.58,80.98,133.99,440.17,0,26.2,57,2,10
27-02-16,19.59,58.29,2.93,0.59,61.43,152.88,446.61,0,25.9,60,2,42
28-02-16,19.06,61.7,2.97,0.58,58.77,188.38,448.11,0,25.9,60,0,46
29-02-16,16.05,85.75,2.54,0.61,206.69,136.46,455.44,0,26.2,56,2,48
01-03-16,27.54,92.22,3.77,0.56,112.07,141.44,451.28,0,25.6,60,2,55
02-03-16,25.53,89.49,1.79,0.56,85.13,131.09,367.43,0,25.8,59,2,54
03-03-16,17.89,87.26,1.77,0.53,181.03,164.18,356.19,0,27.4,57,3,50
04-03-16,12.64,86.39,2.01,0.6,278.19,165.12,358.69,0,27.3,63,2,15
05-03-16,14.07,61.3,2.11,0.53,221.91,218.72,348.14,0,27.3,68,2,41
06-03-16,25.6,4.69,2.6,0.59,184.61,193.4,359.11,0,26.3,65,2,44
07-03-16,12.28,9.46,1.72,0.57,146.64,174.51,382.98,17,26.1,62,5,46
08-03-16,9.21,0.16,0.92,0.57,99.28,170.89,348.58,0,27.3,53,2,55
09-03-16,9.79,0.32,1.88,0.56,124.12,182.78,453.86,0,28.8,58,2,45
10-03-16,9.42,0.13,1.86,0.58,107.58,103.44,467.15,0,29,60,2,41
11-03-16,21.66,0.1,1.93,0.52,108.25,117.28,467.58,0,28.9,60,2.8,17
12-03-16,5.01,0.97,0.82,0.49,102.91,123.57,465.86,0,29,55,2.5,52
13-03-16,7.66,0.57,1.97,0.55,105.26,272.22,457.05,0,26.9,55,4,54
14-03-16,15.59,0.75,2.03,0.59,113.14,200.3,447.37,0,26.2,50,2,58
15-03-16,12.09,1.41,1.08,0.55,106.65,199.69,460.01,0,27.8,50,0,37
16-03-16,6.02,0.86,1.49,0.53,114.23,165.91,471.15,0,27.4,55,3,49
17-03-16,18.55,1.72,0.75,0.55,101.68,117.03,478.28,2,26.7,41,2,25
18-03-16,13.27,0.11,0.71,0.57,129.29,248.45,481.39,0,27.8,48,2,11
19-03-16,3.35,0.21,0.52,0.66,63.5,387.05,458.13,19,26.2,71,2,55
20-03-16,5.62,0.79,1.08,0.67,86.11,452.36,463.98,0,27.2,76,2.5,48
21-03-16,4.16,1.49,0.5,0.91,65.4,466.71,477.06,0,28.8,66,4,53
22-03-16,2.37,0.19,0.44,0.62,79.29,124.31,491.89,0,29.4,55,2.8,48
23-03-16,2.82,0.13,0.82,0.58,87.88,101.83,491.47,0,28.5,40,3,42
24-03-16,20.61,1.56,1.25,0.66,131.33,502.93,489.61,0,27.7,49,3,51
25-03-16,14.6,63.28,1.77,0.69,143.48,501.12,498.79,0,28.4,50,5,11
26-03-16,13.1,0.43,1.43,0.63,139.62,252.76,499.94,0,29.7,52,3,7
27-03-16,3.35,0.76,1.05,0.66,78.7,579.11,476.49,0,28.9,67,2,52
28-03-16,2.31,1.5,0.71,0.64,59.39,307.9,443.34,0,24.5,80,2,45
29-03-16,4.73,0.38,0.61,0.73,71.41,359.42,448.03,1,25.9,71,3,36
30-03-16,4.66,0.52,0.95,0.82,73.33,105,462.84,13,27,71,2,41
31-03-16,5.22,0.95,0.86,0.84,73.97,114.33,437.43,3,23.5,80,2,46
01-04-16,2.24,0.52,1.07,0.81,55.83,103.67,413.31,28,22.3,78,2,14
02-04-16,2.99,1.25,0.98,0.89,56.28,103.71,436.14,0,25,84,0,53
03-04-16,12.3,2.63,1.07,1.09,69.86,112.19,462.28,2,27.4,84,2,63
04-04-16,3.6,4,0.88,1.22,63.04,137.17,475.59,9,28.9,82,5,37
05-04-16,1.06,57.41,0.38,1.02,46.46,138.46,474.92,16,28.6,83,3,44
06-04-16,1.05,53.9,0.7,0.64,65.26,122.76,465.16,0,30.2,78,3.8,50
07-04-16,4.61,0.45,0.47,0.66,54.59,106.27,479.81,0,30.2,76,2.8,37
08-04-16,6.65,0.05,0.7,0.66,55.39,95.94,447.33,0,30.6,74,3,14
09-04-16,4.27,37.22,1.03,0.67,46.42,80.47,448.28,0,30.4,75,2,52
10-04-16,3.62,37.75,1.48,0.71,51.63,89.36,455.29,0,30.9,71,3,52
11-04-16,3.5,55.68,1.09,0.63,49.09,87.98,458.24,0,31,76,2.5,39
12-04-16,1.66,75.24,0.36,0.67,60.8,81.15,480.2,0,31.5,70,2.5,38
13-04-16,1.39,73.65,0.36,0.69,62.27,105.13,498.69,0,31.3,66,2.8,45
14-04-16,3.28,0.05,0.36,0.64,51.22,99.79,496.32,0,31.1,68,2.2,15
15-04-16,2.84,71.42,0.68,0.67,54.8,104.77,494.5,0,30.9,72,2.5,13
16-04-16,1.92,54.16,0.59,0.68,45.69,109.31,492.94,0,30.9,71,2.3,44
17-04-16,4.36,43.05,0.76,0.65,53.96,108.3,493.99,0,30.9,75,3.3,62
18-04-16,1.14,48.64,0.4,0.67,42.04,135.24,492.6,0,30.4,71,3,43
19-04-16,1.9,42.52,1.15,0.68,39.77,66.66,496.65,0,31.3,69,3.4,43
20-04-16,1.46,32.64,0.57,0.65,47.11,143.83,496.12,0,30.8,68,4.7,42
21-04-16,2.15,8.83,0.51,0.67,47.92,100.47,490.51,0,30.9,70,4.4,38
22-04-16,3.06,0.9,1,0.71,48.41,131.51,499.33,0,31.4,69,3.8,15
23-04-16,2.82,0.12,0.83,0.68,45.74,140.99,502.33,0,31.7,68,4,36
24-04-16,3.59,0.07,0.45,0.65,60.85,209.35,509.09,0,32.5,64,2.3,55
25-04-16,2.9,0.05,0.61,0.66,42.71,122.44,480.75,0,31.9,68,2.8,49
26-04-16,3.07,49.42,1.77,13.83,79.97,84.3,472.95,0,31.8,66,2.7,54
27-04-16,3.2,48.1,2.36,19.65,51.24,77.61,470.16,0,31.4,71,2.5,43
28-04-16,3,51.36,2.49,19.92,43.47,79.53,477.14,0,31.6,69,2.6,40
29-04-16,3.34,49.39,2.83,16.13,54.3,83.94,472.14,0,32.1,69,2.3,16
30-04-16,2.46,48.68,3.13,13.98,59.53,71.21,468.73,0,32.1,67,2.4,41
01-05-16,1.33,40.43,0.72,0.65,45,77.5,435.43,0,29.5,68,3,33
02-05-16,4.97,37.04,1.4,0.79,76.39,91.26,443.09,10,26.4,69,4.3,60
03-05-16,2.61,45.48,2.31,0.78,81.02,98.74,469.55,0,28.7,71,2.3,51
04-05-16,6.78,34.28,2.1,0.75,54.91,75.85,479.32,0,28.5,64,4.7,50
05-05-16,4.16,35.43,2.12,0.86,94.4,130.44,483.1,0,28.7,67,2,46
06-05-16,5.46,48.23,2.08,0.93,86.94,126.52,478.83,0,28.3,66,3,12
07-05-16,3.24,50.96,2.52,0.93,71.63,107.05,459.84,0,26.3,78,5,39
08-05-16,4.06,67.03,2.04,0.93,55.53,88.08,477.15,11,28.8,66,3,65
09-05-16,5.09,48.45,1.56,0.8,70.69,110.85,494.89,0,29.2,72,0,45
10-05-16,3.67,56.82,2.18,0.72,97.92,178.55,503.91,2,30.7,65,2,50
11-05-16,13.74,59.74,4.32,0.77,84.12,121.28,511.26,0,31.2,63,2,46
12-05-16,16.8,50.37,1.55,0.82,92.01,128.8,489.45,0,28.4,72,4,45
13-05-16,1.04,37.02,1.46,0.82,50.88,73.39,452.5,17,25.2,83,2.3,16
14-05-16,5.92,40.49,1.22,0.72,73.37,79.15,474.08,29,28.8,78,3.5,56
15-05-16,3.85,45.05,1.07,0.72,44.3,68.52,499.72,2,30.5,74,2.5,45
16-05-16,1.14,47.52,0.66,0.81,33.9,40.12,503.7,0,31.3,71,3.7,49
17-05-16,1.47,43.82,0.6,0.77,27.47,40.98,502.81,0,31.2,71,4.3,36
18-05-16,3.28,72.5,0.78,0.74,44.01,66.31,482.92,0,28.7,77,2,45
19-05-16,6.67,50.77,0.67,0.7,35.16,47.24,465.65,22,27.3,80,5.5,49
20-05-16,5.78,34.92,0.57,0.69,33.01,38.23,453.04,1,25.8,89,2,13
21-05-16,6.84,31.78,0.73,0.73,22.43,39.9,439.28,21,24.7,90,8,21
22-05-16,7.13,31.21,1.26,0.74,57.87,93.13,472.8,52,29,78,0,60
23-05-16,3.41,46.73,1.1,0.74,45.7,72.34,493.69,0,30.6,73,2.5,23
24-05-16,5.37,40.67,1.21,0.7,48.31,84.81,457.99,0,27.8,83,0,65
25-05-16,3.58,46.47,1.11,0.68,65.17,88.05,459.3,5,27,81,2.5,45
26-05-16,4.44,50.35,1.21,0.68,59.97,101.46,472.53,19,28.6,75,3.5,45
27-05-16,5.72,50.19,1.81,0.74,61.6,100.2,480.51,3,28.7,75,2,13
28-05-16,8.78,46.76,2.71,0.78,98.64,195.91,457.02,4,26.6,85,2,46
29-05-16,6.48,48.4,2.43,0.7,64.8,107.76,447.67,14,28.5,78,0,47
30-05-16,5.28,32.23,1.44,0.69,13.83,139.35,448.42,0,30.1,68,3,62
31-05-16,4.76,35.36,3.52,0.69,65.88,100.78,442.88,0,28.6,79,2,57
01-06-16,3.99,45.79,2.65,0.72,49.03,110.25,446.47,3,29.5,75,2,48
02-06-16,7.45,24.95,1.63,0.72,36.34,103.89,461.91,0,31.3,65,2,34
03-06-16,4.04,27.08,0.71,0.71,41.25,71.1,465.86,0,31.5,68,3,17
04-06-16,3.14,30.52,1.46,0.68,50.93,73.18,466.77,0,31.5,69,3,46
05-06-16,5.84,29.7,3.59,0.7,53.02,69.03,456.25,0,30.1,73,2,51
06-06-16,2.68,27.89,2.09,0.72,54.87,70.15,440.38,0,29.3,81,2.5,37
07-06-16,3.27,28.19,1.92,0.74,51.51,49.02,441.74,46,27.3,87,2,53
08-06-16,1.86,28.29,1.33,0.69,49.37,64.91,483.02,20,29.7,76,2.5,42
09-06-16,8,31.2,1.54,0.75,4.74,45.87,475.47,0,28.5,82,2,38
10-06-16,16.23,36.44,1.46,0.67,37.13,48.95,497.21,27,30.9,71,2.5,13
11-06-16,11.3,31.92,0.87,0.68,25.33,71.34,475.21,0,27.2,84,0,41
12-06-16,4.42,33.61,0.86,0.68,35.55,70.55,453.93,75,26.5,86,2,56
13-06-16,2.78,31.04,0.88,0.68,43.28,70.97,464.6,12,27.7,81,2,42
14-06-16,4.36,35.58,0.55,0.69,17.46,80.21,477.22,0,28.6,84,2,49
15-06-16,4.27,38.3,0.92,0.75,7.15,85.65,483.74,3,29.6,81,0,44
16-06-16,42.65,41.09,0.67,0.78,4.12,136.32,478.65,12,30.5,74,3,36
17-06-16,93.31,35.41,1.14,0.74,23.73,61.91,489.6,0,29.9,76,2,16
18-06-16,12.19,37.83,0.8,0.67,53.11,47.31,481.66,4,29.3,77,3.3,47
19-06-16,4.83,33.79,1.11,0.76,47.56,49.93,480.83,2,30.2,75,3.5,46
20-06-16,1.62,29.87,1.12,0.75,40.76,36.83,485.6,0,30.7,71,2,37
21-06-16,0.56,27.8,1.53,0.72,4.65,29.38,484.68,0,30.1,76,2,34
22-06-16,0.87,37.5,0.96,0.87,33.95,29.44,484.5,2,29.9,77,2,40
23-06-16,2.87,37.9,0.97,0.94,26.84,32.28,485.32,1,30,79,2,46
24-06-16,3.16,35.61,0.98,0.98,24.55,37.58,492.49,0,30.9,72,3,9
25-06-16,7.32,30.2,0.91,1.2,37.53,39.26,478.51,0,31.5,69,2,39
26-06-16,3.86,29.26,1,1.13,52.36,51.16,423.41,3,31,74,2,36
27-06-16,2.07,32.02,0.55,1.01,13.48,44.7,421.88,2,31.2,69,2,32
28-06-16,1.71,44.7,1.3,0.97,5.58,49.68,420.93,0,31.4,69,2.5,39
29-06-16,3.58,31.81,2.2,0.98,6.77,51.79,421.79,0,31.3,72,2,35
30-06-16,5.16,31.71,1.23,0.89,22.04,44.85,416.04,0,30.9,74,2,31
01-07-16,4.41,35.98,1.36,1.2,20.1,57.05,410.04,2,30,78,2.5,14
02-07-16,4.72,34.58,0.6,0.81,18.45,38.47,402.62,5,29,85,2.3,18
03-07-16,5.97,34.78,1.17,0.81,25.12,32.04,394.06,36,28.1,90,3,13
04-07-16,3.7,34.45,1.34,0.79,45.22,17.59,389.72,58,28,88,2,20
05-07-16,3.37,30.08,1.49,0.63,52.07,13.73,383.79,14,27,92,2,10
06-07-16,3.72,25.52,1.33,0.76,35.67,22.78,411.3,51,27.3,91,0,9
07-07-16,2.71,27.48,0.93,0.79,26.12,26.26,437.96,30,30.2,79,2.5,7
08-07-16,2.43,27.34,0.81,0.88,29.03,17.24,458.9,0,30.5,74,3,14
09-07-16,2.51,29.71,1.21,0.97,39.38,20.63,446.73,0,29.8,78,2.8,35
10-07-16,1.62,33.46,1.05,0.74,45.59,21.79,435.09,0,29.4,78,2.6,33
11-07-16,4.85,30.01,1.09,1.69,42.18,25.81,445.85,1,30,75,2.2,47
12-07-16,2.18,32.29,1.03,0.82,41.88,21.89,456.83,10,29.9,77,3.3,50
13-07-16,5.42,30.64,0.9,1.01,46.35,37.02,453.15,0,29.6,84,2,43
14-07-16,1.97,32.98,0.98,0.9,34.31,38.19,465.2,21,30.3,77,2,43
15-07-16,2.56,31.57,1.21,0.85,6.3,36.96,454.99,0,29,83,2,13
16-07-16,3.18,36.07,1.55,0.82,6.45,17.29,436.3,22,27,91,2.5,49
17-07-16,2.86,33.74,0.43,1.29,30.08,51.28,448.86,9,28.4,84,2.8,56
18-07-16,3.95,33.49,0.66,1.24,21.71,9.08,441.46,13,28,89,2,60
19-07-16,3.53,45.03,1.08,1.25,27.43,9.18,446.71,8,28.1,88,2,40
20-07-16,4.22,30.14,0.73,1.1,35.09,57.47,442.01,1,29.2,85,2.3,47
21-07-16,3.16,34.41,1.22,1.01,6.48,104.85,428.31,1,28.9,83,2,46
22-07-16,3.05,35.96,1.22,0.81,7.48,54.95,417.06,3,27.5,87,2,17
23-07-16,3.04,33.57,1.45,0.75,6.97,60.88,418.49,35,27.8,86,2.5,42
24-07-16,3.99,31.3,1.15,1.01,7.22,35.26,426.16,11,28.7,81,2.3,54
25-07-16,2.87,29.5,1.4,0.88,6.41,49.91,416.76,3,27.9,82,2.5,52
26-07-16,2.54,32.1,1.29,0.77,6.64,52.05,417.55,16,27.8,80,3,44
27-07-16,2.97,30.59,0.73,0.91,6.35,52.31,393.33,1,29.6,76,2.5,46
28-07-16,4.89,28,0.92,1.07,6.17,50.94,383.34,0,29.7,78,2,43
29-07-16,3.53,29.9,1.49,1.15,6.23,162.84,375.75,0,29,85,0,14
30-07-16,6.49,28.48,1.85,1.24,35.24,74.38,371.42,0,28.9,83,2,59
31-07-16,4.79,38.01,0.56,7.07,21.51,58.37,398.5,54,29.7,76,0,54
01-08-16,3.82,34.52,0.64,1.04,11.91,58.61,367.29,1,29.5,79,2.7,50
02-08-16,3.88,40.81,0.64,1.03,6.04,36.81,370.28,10,29.7,76,3,28
03-08-16,3.03,41.19,0.84,0.83,62.16,38.69,375.52,4,30.7,70,2.3,47
04-08-16,3.86,37.3,0.98,0.92,122.63,19.03,381.1,0,31.1,68,3,42
05-08-16,3.57,47.53,0.62,1.02,68.64,29.02,372.3,0,29.8,74,3.3,15
06-08-16,3.69,58.31,1.05,0.9,94.59,28.63,351.51,1,29,77,2.5,39
07-08-16,3.27,47.74,1.12,0.85,28.08,33.25,297.33,0,29.2,79,2.7,54
08-08-16,3.7,46.47,0.97,1.15,6.29,30.74,304.11,0,29.5,77,2,54
09-08-16,2.69,40.98,0.88,0.97,6.24,24.94,301.27,1,27.9,81,2.4,34
10-08-16,3.82,43.78,1.19,0.82,73.45,30.83,292.09,5,26.9,90,4,41
11-08-16,3.99,46.44,1.21,0.73,6.3,16.57,394.42,21,28.6,84,2,41
12-08-16,2.57,37.67,1.05,1.35,5.94,24.54,489,3,30.3,77,2,19
13-08-16,2.56,41.17,1.52,1.64,27.29,35.19,489.94,0,29.6,82,0,54
14-08-16,2.29,41.14,1.52,1.77,22.8,22.9,491.69,11,29.8,83,0,54
15-08-16,2.14,42.94,1.01,2.05,24.28,22.25,487.67,2,30.6,76,2,16
16-08-16,1.64,44.53,1.07,2.51,32.56,42.89,451.08,1,29.5,79,2.3,61
17-08-16,0.94,39.76,0.61,2.36,22.8,38.61,484.73,26,29.2,75,3.5,43
18-08-16,2.34,22.47,0.45,2.44,64.5,39.56,488.15,0,29.8,77,2,45
19-08-16,1.12,22.39,0.52,2.42,28.67,37.32,499.14,12,30.7,73,2.5,10
20-08-16,2.23,36.67,0.95,2.47,42.13,45.51,497.84,0,30.6,78,2.5,43
21-08-16,4.11,47.76,1.6,2.54,51.13,73.01,469.85,2,26.8,87,4.3,51
22-08-16,1.44,42.18,1.62,2.58,38.99,57,477.57,17,28.6,73,2.5,48
23-08-16,2.61,32.26,1.93,2.76,39.1,62.38,493.87,0,29.4,76,0,47
24-08-16,4.76,32.11,2.01,2.33,41.1,74.4,508.23,0,31.1,74,2,48
25-08-16,1.98,34.65,1.14,2.17,39.68,68.42,513.43,0,31,76,0,22
26-08-16,2.16,40.96,1.35,1.4,33.05,66.97,479.77,33,29.7,81,1,16
27-08-16,4.82,28.61,0.44,1.16,33.81,49.34,496.83,0,30.8,75,2,53
28-08-16,2.97,28.19,0.97,1.12,36.9,50.77,480.25,11,28.3,86,2,35
29-08-16,4.04,26.4,0.77,0.97,39.21,53.96,489.92,10,30.1,77,0,40
30-08-16,2.39,22.98,0.3,1.02,27.23,43.82,498.87,0,31.2,73,2,50
31-08-16,1.85,23.7,0.17,1.14,30.02,32.64,490.04,0,30,77,2,39
01-09-16,1.71,23.15,0.54,0.94,27.37,28.75,482.2,0,29.1,83,2,34
02-09-16,1.81,14.3,0.91,0.93,48.4,62.69,485.51,2,29.7,83,2,11
03-09-16,2.18,10.77,0.92,0.94,62.36,67.01,477.54,1,29.1,83,0,39
04-09-16,2.08,20.44,0.84,0.93,52.02,75.31,482.39,5,29.3,81,2,48
05-09-16,2.33,21.96,0.62,0.92,69.34,101.89,476.23,11,28.3,85,3,28
06-09-16,2.18,23.12,0.72,0.85,47.79,78.11,478.22,4,28.8,84,2.3,38
07-09-16,2.21,22.53,0.8,0.86,41.55,74.8,482.26,5,29.2,80,2,29
08-09-16,1.29,21.26,1.19,0.79,44.86,77.26,486.21,0,29.8,77,3,24
09-09-16,1.69,26.75,0.95,0.91,63.16,94.91,488.94,0,30.4,72,2.3,21
10-09-16,1.46,26.46,1.46,1.1,55.01,84.69,485.35,0,30.2,75,2,11
11-09-16,1.87,26.86,1.11,0.89,58.39,87.39,475.27,0,28.9,81,2,16
12-09-16,1.95,29.35,0.56,0.78,54.75,81.67,464.59,3,28.4,87,0,12
13-09-16,3.18,15.49,1.25,0.94,45.67,74.23,452.33,26,26.7,94,0,3
14-09-16,3.52,14.23,1.24,1.09,52.66,81.27,469.44,12,28.6,83,2.3,11
15-09-16,2.59,14.84,0.96,0.94,61.3,93.35,484.51,0,30,77,2,26
16-09-16,2.28,15.85,1.26,0.93,56.34,99.55,483.08,0,30.2,76,0,8
17-09-16,2.21,16.06,0.89,0.91,48.53,132.11,481.31,0,29.6,79,2,48
18-09-16,3.12,13.71,0.37,1.15,29.21,32.95,484.48,12,29.6,80,2,57
19-09-16,6.64,13.13,0.55,0.96,44.44,36.29,470.95,0,27.9,89,0,67
20-09-16,2,12.13,0.53,1.1,38.74,41.44,466.04,2,27.7,88,2,44
21-09-16,4.62,10.72,1.31,0.85,46.68,36.51,468.72,0,28.3,90,0,53
22-09-16,3.37,9.1,1.61,1.05,27.79,72.93,470.99,4,28.1,85,2,60
23-09-16,1.5,8.23,1.87,0.98,41.2,72.45,481.08,0,29.4,76,2,14
24-09-16,2.21,10.35,1.05,0.99,64.47,47.16,465.58,0,27.8,88,2,58
25-09-16,1.97,24.22,0.76,1.28,75.85,45.44,478.52,27,29.7,77,2,59
26-09-16,5.57,24.92,0.85,1.13,79.77,72.78,465.12,1,27.7,88,2,55
27-09-16,5.61,23.71,2.29,0.84,64.79,108.88,479.66,20,30.1,79,0,62
28-09-16,3.18,25.96,1.41,0.9,43.51,86.64,463.32,0,28.3,88,0,45
29-09-16,4.15,25.31,0.48,1.02,54.51,65.2,477.09,1,29.7,80,2,38
30-09-16,2.99,26.3,0.25,1.03,60.96,43.4,486.59,2,30.2,76,2,12
01-10-16,4.32,18.49,1.39,0.95,67.32,75.6,475.38,0,29.2,81,2,43
02-10-16,3.24,17.61,0.54,0.92,47.76,56.8,470.22,0,29.2,83,2,41
03-10-16,4.55,24.45,1.04,1.16,59.46,70.31,478.41,0,30.1,78,2,47
04-10-16,1.13,23.03,1.35,1.3,70.95,93.84,489.06,0,31.1,73,2,51
05-10-16,1.49,17.04,1.59,1.01,61.08,74.6,469.02,0,28.9,78,0,40
06-10-16,5.39,16.35,1.92,0.94,35.95,71.16,464.12,0,27.6,90,2,45
07-10-16,10.32,11.86,1.63,1.14,32.26,92.49,470.49,5,28.3,85,2,15
08-10-16,3.27,12.8,1.03,1.11,33.7,77.69,474.69,0,28.9,82,2,50
09-10-16,1.79,17.01,0.51,1.01,44.12,45.61,475.67,0,28.8,81,2,47
10-10-16,1.55,18.23,0.42,1.2,45.68,45.93,472.7,0,28.9,78,2,59
11-10-16,1.21,18.05,0.63,0.94,41.8,33.08,451.6,0,26.7,83,2.3,17
12-10-16,2.49,18.11,0.94,0.85,40.81,38.96,456.58,1,27.2,84,2,14
13-10-16,6.74,16.66,1.21,1.08,31.69,88.68,465.43,3,27.8,81,2,51
14-10-16,1.83,18.14,0.65,1.13,65.73,93.02,469.49,3,28.6,69,2.3,14
15-10-16,2.95,19.27,1.27,0.9,79.11,108.85,476.03,0,29.1,65,2,43
16-10-16,2.87,28.29,1.77,0.88,88.93,97.71,483.44,0,29.7,61,4,47
