Date,SO2,NO2,CO,O3,PM2.5,PM10,SolarRad,Rainfall,Temp,Humidity,WindSpeed,IndoorPatient
17-10-16,2.05,25.02,0.84,1.1,66.41,94.44,487.47,0,30.2,69,2,59
18-10-16,6.49,26.73,1.52,1.36,45.28,117.93,483.43,0,29.5,73,0,44
19-10-16,2.33,27.16,1.53,1.27,44.87,102.62,480.91,0,30.4,69,2,58
20-10-16,2.89,30.19,0.77,1.47,57.76,97.03,374.64,0,29.9,61,2,37
21-10-16,3.08,35.4,0.67,1.88,72.83,93.96,411.33,0,29.4,61,2,19
22-10-16,1.81,29.93,1.03,1.45,75.65,115.96,471.67,0,28.5,63,2,41
23-10-16,5.46,34.69,1.08,1.43,84.08,112.67,476.94,0,28.4,57,5,52
24-10-16,2.08,42.64,0.8,1.81,102.69,107.36,437.51,0,28.1,64,2,46
25-10-16,2.5,41.49,0.91,2.15,101.32,112.61,463.36,0,28.8,66,2,48
26-10-16,4,45.36,1.69,1.97,102.58,119.58,435.55,0,28.9,65,2,44
27-10-16,4.72,37.5,1.17,1.63,89.43,71.52,451.69,0,25.8,87,2,41
28-10-16,3.38,34.2,0.97,1.47,83.57,64.97,454.11,46,26.6,86,2,15
29-10-16,10.4,30.05,1.81,2.36,66.5,70.29,462.7,7,26.9,82,2,43
30-10-16,5.01,21.28,2.23,3.68,55.09,87.12,460.28,10,27.5,81,0,49
31-10-16,6.36,15.82,1.48,1.67,53.6,113.56,474.01,1,28.2,82,2,55
01-11-16,21.4,36.99,3.14,3.37,36.01,117.98,487.96,0,29.1,74,2,47
02-11-16,39.19,42.5,3.66,13.44,70.83,89.6,491.65,0,29.5,70,2,44
03-11-16,6.6,36.44,2.19,14.96,77.43,80.74,484.5,0,29.1,70,0,46
04-11-16,5.57,29.57,1.51,19.99,73.9,78.58,446.5,1,25.1,88,0,14
05-11-16,8.03,35.39,1.31,22.72,97.22,39.27,421.85,3,22.5,93,2.5,50
06-11-16,6.4,36.04,1.27,29.66,88.46,41.72,411.82,21,22.8,87,3,42
07-11-16,4.73,35.11,1.09,31.99,89.14,77.3,429.67,0,23.7,83,2,57
08-11-16,8.26,29.56,1.32,36,99.21,127.02,439.88,0,24.5,79,0,41
09-11-16,8.72,34.25,2.2,40.74,80.73,129.86,447.69,0,24.8,75,0,50
10-11-16,2.04,36.88,1.82,44.29,104.51,146.85,445.1,0,24.5,73,2,39
11-11-16,6.64,37.85,1.62,48.09,88.46,228.88,443.97,0,24.1,73,0,17
12-11-16,7.27,38.9,2.79,48.98,86.59,194.24,444.43,0,24.2,74,2,49
13-11-16,12.27,39.79,3.66,53.88,105.22,210.15,454.11,0,24.9,74,0,41
14-11-16,6.95,44.06,3.27,54.88,123.28,177.67,449.71,0,24.6,63,2,56
15-11-16,4.62,34.25,2.12,60.15,88.03,198.51,442.67,0,24.6,61,3,48
16-11-16,2.92,28.95,1.1,61.13,108.13,163.94,442.99,0,24.9,63,2,48
17-11-16,3.04,31.13,1.43,63.49,118.2,142.54,441.26,0,24.1,59,2,44
18-11-16,6.48,30.36,2,63.48,98.25,154.08,434.83,0,23.3,68,2,19
19-11-16,27.31,31.02,3.43,66.19,92.29,140.98,433.75,0,23,69,2,52
20-11-16,5.84,33.21,2.41,68.12,99.5,18.37,434.8,0,23,73,0,37
21-11-16,12.41,41.27,3.06,70.64,97.16,363.05,434.13,0,23,69,0,57
22-11-16,4.68,31.54,2.21,71.33,90.56,349.29,431.36,0,22.6,70,2,52
23-11-16,11.18,36.95,3.66,74.74,122.08,371.86,431.67,0,22.8,73,2,36
24-11-16,17.21,41.38,3.42,76.54,130.96,399.35,436.08,0,23,72,2,42
25-11-16,8.46,35.58,2.86,78.61,106.77,380.05,433.96,0,22.8,71,2,17
26-11-16,12.47,46.02,2.29,81.71,120.56,366.7,432.64,0,22.6,74,2,45
27-11-16,10.61,40.07,3.01,81.07,185.07,143.09,433.57,0,22.4,72,0,58
28-11-16,8.8,39.56,2.33,81.75,162.17,140.36,434.51,0,23.1,72,0,54
29-11-16,9.97,36.12,1.79,81.71,131.19,104.22,435.55,0,23.1,74,2,45
30-11-16,9.57,43.67,1.41,81.99,148.42,184.91,437.04,0,22.9,74,2,33
01-12-16,8.93,34.04,2.08,81.56,160.08,97.39,438.46,0,23.3,76,2,38
02-12-16,10.21,31.2,3.07,85.7,151.95,85.84,439.28,0,23.5,75,2,9
03-12-16,15.89,26.99,1.78,84.37,118.83,87.55,439.66,0,23.8,67,2,62
04-12-16,3.58,34.86,1.24,84.84,112.33,104.34,435.11,0,24.1,66,2,52
05-12-16,3.12,41.2,2.03,83.53,133.42,106.13,422.21,0,22.8,76,2,55
06-12-16,5.71,34.99,1.77,85.56,158.18,96.87,419.95,0,22.8,71,2,43
07-12-16,23.77,51.33,2.41,91.2,132.22,80.37,429.02,0,22.1,70,2,38
08-12-16,4.81,35.65,2.42,80.12,80.89,30.14,429.82,0,22,65,2,45
09-12-16,8.73,33.68,1.65,84.55,78.88,31.25,411.48,0,21.8,71,2,21
10-12-16,5.88,29.41,1.12,91.3,102.69,33.36,404.28,0,21.3,70,2,48
11-12-16,5.12,27.97,0.96,75.7,116.75,63.16,406.34,0,21.7,65,2,56
12-12-16,5.07,30.72,1.25,89.22,151.3,127.35,405.66,0,21.5,62,2,57
13-12-16,5.67,38.26,1.85,99.83,157.02,120.98,394.42,0,20.3,69,2,14
14-12-16,4.52,40.58,1.77,96.73,143.85,191.81,385.67,0,19.8,74,2,53
15-12-16,4.12,39.79,2.65,97.57,152.77,90.67,389.72,0,20.3,73,2,46
16-12-16,8.53,45.43,3.79,82.62,169.69,109.32,393.89,0,20.1,73,0,13
17-12-16,12.98,39.89,3.77,99.4,149.74,78.92,402.68,0,21,72,2,45
18-12-16,14.62,38.39,1.93,94.01,133.37,66.78,404.78,0,21.5,71,2,64
19-12-16,12.34,37.81,2.7,99.08,154.36,216.76,403.01,0,21.3,75,2,47
20-12-16,16.38,46.7,2.92,96.02,141.58,308.55,405.61,0,21.3,66,2,34
21-12-16,6,42.2,2.47,99.45,136.6,96.04,397.94,0,20.9,63,2,33
22-12-16,5.43,41.8,3.28,94,127.48,88.21,404.31,0,21.4,75,0,47
23-12-16,14.18,38.89,7.97,97.11,140.12,96.42,416.5,0,21.8,76,2,17
24-12-16,20.74,30.29,3.72,99.4,125.46,82.4,418.94,0,21.8,76,0,49
25-12-16,15.37,0.14,2.97,98.56,133.45,101.69,425.06,0,22.3,78,0,21
26-12-16,16.85,0.13,4.55,90.52,146.53,93.83,423.39,0,22.6,78,2,60
27-12-16,8.61,85.09,1.58,92.38,148.17,80.98,410.21,0,21.5,72,2,49
28-12-16,4.56,97.28,1.4,80.18,162.67,89.12,391.13,0,20.1,81,2,44
29-12-16,4.86,124.16,0.91,73.98,179.73,78.1,393.64,0,20.7,80,2,41
30-12-16,8.49,132.68,1.15,65.21,146.3,80.64,396.83,0,20,75,0,19
31-12-16,3.67,0,1.52,47.88,0,0,386.85,0,19.7,80,0,48
01-01-17,6.99,1.4,4.02,39.54,175.17,349.34,385.57,0,20.6,78,0,50
02-01-17,29.02,130.79,1.49,1.7,138.18,329.42,256.87,0,21,72,2,53
03-01-17,17.17,122.56,1.11,1.75,127.95,305.38,253.2,0,21.6,67,2,50
04-01-17,33.69,95.04,1.45,2.07,141.88,87.47,256.26,0,20.7,66,2.5,59
05-01-17,4.05,80.09,1.73,1.44,142.45,92.14,398.75,0,18.7,83,2.3,41
06-01-17,2.39,4.07,1.17,2.03,128.35,72.84,372.64,0,18,81,2,20
07-01-17,5.38,0.36,0.88,2.02,143.49,204.54,378.39,0,18.9,73,2,44
08-01-17,7.99,0.19,1.64,2.14,178.86,227.15,396.93,0,19.7,66,2,42
09-01-17,11.83,0.17,2.3,1.74,151.34,228.95,407.2,0,20.2,63,2,58
10-01-17,12.35,1.07,1.72,2.09,171.58,303.92,392.6,0,19.8,59,3,42
11-01-17,8.88,77.38,1.94,1.46,155.38,264.25,386.33,0,19.4,67,2,32
12-01-17,7.31,103.99,1.78,1.69,148.65,245.89,385.11,0,19.3,47,2.7,42
13-01-17,6.1,0.07,1.2,1.95,154.04,248.16,364.98,0,17.4,41,2.5,17
14-01-17,5.67,0.49,0.2,2.27,149.62,266.6,358.4,0,17.2,43,2,37
15-01-17,12.98,0.64,0.83,1.53,192.45,255.27,373.47,0,18.6,56,2,45
16-01-17,13.49,0.97,0.91,6.44,73.2,135.06,379.67,0,18.2,58,2,44
17-01-17,21.49,0.06,1.84,5.74,228.88,232.88,385.4,0,18.1,65,1.5,54
18-01-17,18.27,0.05,2.59,5.46,228.1,241.11,391.48,0,19.8,62,2,59
19-01-17,13.88,0.44,0.83,4.5,171.93,189.8,401.11,0,21.5,55,2,42
20-01-17,10.13,0.22,0.99,3.54,161.2,186.58,398.58,0,20.3,51,2,17
21-01-17,14.29,121.57,1.29,3.99,159.45,189.08,396.93,0,20.6,57,3,56
22-01-17,14.94,124.77,1.66,3.97,71.86,207.09,385.75,0,21.3,60,2,36
23-01-17,7.88,96.19,2.65,4.48,170.77,198.86,419.1,0,20.6,61,3,58
24-01-17,3.9,115.83,4.29,5.11,148.03,207.79,410.16,0,21.6,62,2,50
25-01-17,5.49,119.78,2.38,5.68,84.33,263.19,418.29,0,21.3,67,0,54
26-01-17,8.27,122.85,3.25,5.99,150.61,241.78,427.57,0,22.6,61,2,55
27-01-17,16.18,147.39,2.75,5.04,237,366.03,423.13,0,21.6,71,0,8
28-01-17,3.98,0.06,1.52,4.44,191,250.96,415.07,0,22.2,67,2,49
29-01-17,4.68,0.09,0.98,5.49,78.67,142.01,397.98,0,20.8,58,2,49
30-01-17,6.81,93.92,0.63,4.75,120.35,157.52,398.27,0,20.4,64,2,55
31-01-17,7.6,99.64,1.52,5.1,157.48,198.52,402.1,0,20,67,2,52
01-02-17,3.99,63.62,3.12,5.51,165.83,218.78,409.22,0,21.2,62,1.5,32
02-02-17,3.95,55.91,0.74,5.48,134.86,190.9,398.25,0,20.4,61,2,50
03-02-17,5.83,50.58,0.92,3.88,140.53,211.11,388.52,0,20,73,3,10
04-02-17,5.46,56.51,2.07,4.26,95.17,203.39,416.95,0,21.6,69,1,60
05-02-17,7.87,57.66,2.04,5.17,221.33,191.21,439.43,0,23.8,55,2,46
06-02-17,11.31,58.95,2.87,5.06,225.67,314.92,438.59,0,23.6,59,0,52
07-02-17,4.99,37.39,0.7,5.9,161.28,137.66,433.77,0,23.8,55,1.3,56
08-02-17,8.29,54.48,0.88,4.99,191.05,166.34,423.79,0,22.6,46,2,55
09-02-17,7.49,53.96,1.2,5.37,221.16,213.41,416.86,0,20.9,58,1.5,51
10-02-17,11.44,62.33,1.99,5.77,162.03,451.79,422.89,0,21.7,60,2,10
11-02-17,8.12,60.39,1.93,5.41,167.29,313.7,428.54,0,22.5,65,2,45
12-02-17,3.16,64.29,0.44,4.18,12.49,207.28,436.25,0,23.8,49,0,68
13-02-17,15.46,60.42,1.65,5.39,65.2,130.08,437.2,0,23.5,55,2,59
14-02-17,11.19,61.99,2.26,5.35,190.95,191.63,437.18,0,23.6,60,0,44
15-02-17,8.68,54.48,2.42,6.87,162.34,160.59,422.99,0,24,51,1.7,37
16-02-17,4.45,50.6,1.7,5.78,167.38,272.51,380.13,0,23.8,48,2,46
17-02-17,6.64,58.49,1.95,6.19,226.18,211.45,375.36,0,23.8,54,2,20
18-02-17,7.22,51.06,0.87,5.96,259.8,195.98,381.36,0,24.5,57,2,57
19-02-17,11.22,47.41,2.04,6.26,214.46,310.83,385.15,0,24.5,60,1,48
20-02-17,3.98,29.13,0.5,6.23,139.82,305.68,375.83,0,24.8,80,2,68
21-02-17,3.15,23.51,0.73,6.97,186.23,349.31,387.37,0,26.5,73,2.5,8
22-02-17,3.64,25.78,2.05,5.36,195.83,275.61,385.89,0,26.3,74,2,47
23-02-17,5.52,36.03,3.45,5.16,201.03,290.18,387.11,2,24.4,58,2,53
24-02-17,7.5,65.34,2.63,7.58,134.78,248.41,377.53,0,23.3,36,2,10
25-02-17,8.33,47.72,0.76,7.14,432.91,238.67,376.23,0,22.3,44,2,35
26-02-17,5.08,77.13,1.39,8.43,127.1,236.8,427.59,0,22.9,47,2,42
27-02-17,7.71,62.25,2.11,7.9,88.02,255.37,441.48,0,24,45,2.5,47
28-02-17,12.12,62.6,2.49,7.69,64.67,295.55,442.3,0,23.8,48,2,47
01-03-17,8.37,56.81,2.03,8.68,274.21,99.02,444.74,0,24.5,52,2,29
02-03-17,9.92,49.13,1.97,9.01,181.31,92.75,454.42,0,26.5,54,2,46
03-03-17,5.54,30.89,1.3,5.71,118.56,88.6,449.41,0,26.7,65,2,19
04-03-17,8.12,35.08,1.3,5.17,275.13,94.76,446.52,0,25.5,68,2,36
05-03-17,4.42,30.33,1.51,4.47,466.71,96.28,443.08,1,25.5,74,2,47
06-03-17,4.99,40.94,1.84,4.12,230.88,76.25,408.8,7,24.6,76,0,49
07-03-17,5.94,60.91,1.51,5.49,206.46,97.45,413.77,0,25.4,68,2,53
08-03-17,10.88,51.5,1.47,5.34,191.38,106.78,402.23,0,24.1,67,2,50
09-03-17,5.24,42.79,1.2,4.83,176.33,80.35,389.99,0,23.6,73,2,41
10-03-17,6.9,40.46,1.54,5.09,201.95,88.1,406.44,0,25.1,80,2.3,8
11-03-17,5.65,46.31,0.75,2.98,216.31,73.65,387.22,38,22.7,89,1,45
12-03-17,4.28,41.68,1.2,3.9,180.01,139.35,428.69,9,24.1,66,3,47
13-03-17,3.89,62.89,1.46,5.81,118.32,135.67,439.37,0,23.7,42,2,50
14-03-17,3.09,56.17,0.77,7.06,96.22,407.6,436.11,0,22.9,48,2,43
15-03-17,4,65.32,0.79,5.77,100.25,400.6,431.8,0,23.4,45,2,45
16-03-17,5.85,72.6,1.43,10.94,177.35,399.38,440.84,0,23.2,46,2,54
17-03-17,10.55,61.94,3.15,6.42,152.97,98.17,453.44,0,26,54,2,23
18-03-17,4.35,42.49,3.91,5.31,369.57,97.52,428.59,0,23.3,74,2.5,42
19-03-17,7.14,52.82,2.15,3.39,187.99,378.4,441.86,8,25.3,63,5,37
20-03-17,3.51,49.66,1.25,4.43,144.86,637.86,396.05,1,20,78,3,48
21-03-17,7.7,55.75,1.64,7.72,328.28,768.58,411.1,9,23.1,68,1,55
22-03-17,9.02,58.01,1.26,5.89,477.46,711.35,423.41,0,25.5,62,2,52
23-03-17,6.76,57.45,0.92,9.44,120.1,148.93,428.89,0,26.9,68,2,41
24-03-17,5.56,43.78,0.64,7.47,122.23,121.63,435,0,28.3,66,2.2,14
25-03-17,4.33,44.3,0.73,8.16,168.54,894.94,397.42,0,24.2,75,1.5,51
26-03-17,9.82,42.71,1.49,4.23,170.63,887.97,410.98,13,26.7,72,0,15
27-03-17,10.64,36.01,1.19,5.48,157.33,401.91,445.81,0,28.1,77,2,43
28-03-17,6.35,40.18,0.95,12.74,85.97,972.48,461.79,0,27.4,79,1.8,58
29-03-17,4.25,36.46,2.29,6.29,73.86,463.44,454.47,0,26.7,84,3,40
30-03-17,3.58,25.46,1.41,3.54,291.22,599.49,433.53,14,29.1,74,3,42
31-03-17,4.66,0.52,1.8,2.59,77.91,121.84,462.84,0,29.2,75,3.8,12
01-04-17,3.45,27.48,1.05,3.33,106.27,167.81,439.92,0,29.5,70,3.4,47
02-04-17,4.61,54.63,0.65,2.31,88.85,168.38,459.61,0,28.9,73,6,50
03-04-17,4.64,36.65,1.42,3.05,99.25,168.04,454.8,0,28.4,69,3.3,60
04-04-17,3.79,39.8,1.39,3.99,117.19,185.78,455.06,7,26.7,76,2.7,39
05-04-17,4.12,47.06,1.28,7.02,89.36,174.5,437.45,0,24.2,86,3,46
06-04-17,5.15,38.29,2.68,10.63,62.02,134.43,442.17,37,26.5,82,2,37
07-04-17,4.99,27.95,1.04,5.99,74.55,133.24,472.24,0,29.8,74,2.7,11
08-04-17,4.77,29.18,0.49,3.59,77.57,133.41,480.57,0,29.8,76,2.7,51
09-04-17,4.72,31.42,1.22,3.23,92.44,151.99,480.87,0,29.6,76,0,54
10-04-17,5.69,36.74,1.8,4.58,52.61,103.89,484.79,0,30.4,63,2.3,51
11-04-17,5.22,36.12,1.12,5.03,56.1,99.5,484.18,0,30.5,62,2,40
12-04-17,8.37,46.81,1.63,6.44,64.2,108.73,486.33,0,29.7,67,2,41
13-04-17,8.32,48.98,1.6,6.41,60.35,95.12,485.83,0,30.6,52,0,38
14-04-17,7.78,43,1.81,8.42,51.73,86.49,488.23,0,30.6,51,2,12
15-04-17,5.07,37.93,12.4,5.22,59.64,107.72,394.72,0,28.2,65,2.3,52
16-04-17,4.53,42.76,1.24,7.17,63.43,119.59,411.8,0,26.5,60,3,65
17-04-17,6.65,53.93,1.35,5.2,65.39,122.62,475.99,0,29.1,58,5,52
18-04-17,5.22,33.18,0.78,3.97,70.52,121.76,475.64,0,29.9,68,2.7,44
19-04-17,4.48,34.2,0.34,3.05,58.53,130.33,455.73,0,26.6,81,5,49
20-04-17,4.6,43.01,1.09,6.15,53.65,96.66,441.7,55,26.2,76,2,38
21-04-17,4.26,35.72,0.66,7.19,54.89,123.85,443.47,1,25.3,83,4.7,16
22-04-17,3.67,39.75,1.18,11.14,52.28,101.55,414.58,2,22.1,91,2,46
23-04-17,3.81,35.46,7.23,10.47,82.9,163.45,428,55,24.4,88,2,48
24-04-17,3.58,40.88,0.54,13.94,66.71,149.22,419.82,18,23.1,86,4,49
25-04-17,3.59,0.49,0.35,3.18,60.2,167.45,468.69,23,28.4,80,4,41
26-04-17,4.57,28.21,2.05,1.8,52.55,112.77,474.23,18,29.8,80,4,45
27-04-17,4.6,24.12,1.55,3.43,75.41,94.84,483.49,0,29.7,74,2.7,42
28-04-17,5.4,24.59,2.05,3.2,72.1,120.96,467.13,0,30.1,77,2,19
29-04-17,4.26,51.36,2.18,3.74,49.51,89.64,466.42,0,27.7,73,2.4,51
30-04-17,3.82,33.37,2.96,7.38,47.23,85.67,461.82,12,28.4,72,2.8,37
01-05-17,3.41,29.41,3.31,4.03,52.91,78.68,450.4,2,26.8,76,2.3,12
02-05-17,3.33,33.84,1.61,12.25,50.52,89.77,454.93,62,27.7,72,0,41
03-05-17,3.47,27.2,0.74,17.3,76.21,118.25,485.91,0,30.3,73,2,35
04-05-17,3.64,36.06,0.56,16.1,80.12,132.09,486.27,0,29.7,69,2.5,46
05-05-17,3.9,23.32,2.6,19.22,69.81,86.06,496.66,0,30.6,71,3.3,13
06-05-17,3.41,24.6,0.81,20.69,64.92,107.74,494.76,0,30.1,72,3.7,52
07-05-17,4.11,29.47,0.81,20.91,71.41,120.8,488.19,1,30.3,70,2.5,49
08-05-17,4.08,31.84,0.87,20.22,61.48,109.36,499.57,0,31,69,2.3,55
09-05-17,3.66,58.42,1.14,23.8,47.46,92.04,468.38,0,26.4,78,2,45
10-05-17,3.7,36.86,0.61,20.59,68.66,115.94,479.48,0,29,76,2,29
11-05-17,0.21,27.59,1.67,21.12,76.33,135.92,499.82,0,31.2,66,2,42
12-05-17,0.13,31.11,2.05,26.19,76.62,128.73,498.11,0,30.5,70,2,15
13-05-17,0.12,34.48,1.85,21.25,108.83,154.88,498.14,0,30.5,67,1.7,55
14-05-17,0.14,34.09,1.17,21.34,62,112.23,487.16,0,29.9,72,2,50
15-05-17,0.21,38.82,1.14,22.56,76.81,113.45,466.37,0,27.2,77,2,60
16-05-17,1.74,40.13,2.04,26.83,54.71,102.22,445.53,90,26.7,82,2,53
17-05-17,0.21,41.91,2.29,25.86,31.68,89.57,470.45,5,28.2,79,0,55
18-05-17,0.24,33.51,1.49,11.38,42.38,63.77,480.7,16,30.3,69,2,47
19-05-17,0.2,31.84,6.65,13.09,92.06,81.31,495.65,0,31,74,2,20
20-05-17,0.25,26.55,0.86,12.16,44.01,79.21,503.18,0,32,72,2.5,59
21-05-17,0.22,31.41,0.55,12.42,52.59,78.72,502.35,0,31.6,71,2.5,55
22-05-17,0.26,26.17,0.64,12.37,35.42,64.19,507.88,0,32.2,72,2.6,60
23-05-17,0.31,27.95,1.11,11.33,55.44,92.91,510.81,0,32.8,69,3,54
24-05-17,0.29,26.86,1.22,13.02,75.36,85.68,507.76,0,32.4,69,2.1,49
25-05-17,0.42,24.05,1.82,10.52,74.4,71.35,506.28,0,32.6,68,2,56
26-05-17,0.33,28.19,2.57,11.33,58.11,80.5,487.87,0,29.2,77,2,18
27-05-17,0.82,38.86,1.5,12.71,61.99,132.63,488.62,2,30.3,74,0,73
28-05-17,2.02,42.98,2.64,11.08,107.84,169.57,489.92,0,30,73,2,50
29-05-17,1.81,41.64,1.88,14.11,89.34,107.44,492.25,4,30,77,2,60
30-05-17,1.88,35.76,1.78,11.96,45.27,40.16,465.06,3,27.4,83,2.5,56
31-05-17,1.49,33.18,0.48,11.12,70.58,90.52,476.78,3,28.8,83,0,55
01-06-17,1.92,33.49,0.99,9.07,62.55,64.75,457.37,17,26.4,91,2.3,44
02-06-17,2.03,27.49,1.27,10.01,34.23,46.29,465.63,8,28,82,3,30
03-06-17,1.86,22.1,0.55,9.35,34.82,79.25,496.91,21,31.3,77,2.3,56
04-06-17,2.23,30.65,0.73,8.3,50.09,79.54,490.32,0,30.1,77,3,63
05-06-17,2.08,36.8,1.2,8.31,70.27,88.87,469.56,0,27.2,79,3,59
06-06-17,1.6,36.14,1.05,8.01,79.24,113.21,491.64,5,30.8,74,2,56
07-06-17,1.66,32.32,1.27,8.17,84.3,113.76,510.08,0,31.6,76,2,54
08-06-17,2,32.97,0.81,7.42,77.53,106.39,497.56,1,30.3,76,2,57
09-06-17,1.93,36.14,3.35,7.84,70.78,104.54,488.35,0,30,76,3,26
10-06-17,2.38,32.3,4.86,8.83,52.36,81.09,502.58,0,30.9,71,0,69
11-06-17,1.85,29.04,4.18,3.11,35.07,45.6,481.53,1,28.5,83,3.2,70
12-06-17,1.51,28.41,5.32,9.87,21.61,17.47,446.24,30,25.7,97,5.5,49
13-06-17,1.43,26.12,4.71,10.54,43.58,68.4,474.66,139,29.4,85,0,48
14-06-17,1.83,28.05,10.48,12.16,41.8,83.34,484.37,0,28.8,88,2,57
15-06-17,1.57,31.26,4.75,13.68,8.06,91.53,483.76,37,29.2,80,2.5,48
16-06-17,1.4,26.06,1.86,13.61,6.65,67.21,465.4,17,27.2,90,2,21
17-06-17,1.13,28.8,4.06,14.02,6.09,100.98,475.61,18,28.5,87,2,51
18-06-17,1.75,27.22,2.4,13.7,6.4,62.98,479.16,44,29.6,85,2,41
19-06-17,1.87,36.13,2.19,17.17,62.66,51.27,454.27,20,25.7,91,2,39
20-06-17,1.41,34.1,3.58,20.51,53.75,76.16,467.04,46,28.4,78,3,40
21-06-17,0.46,31.5,3.2,22.79,42.71,84.17,476.96,0,29,81,2.5,41
22-06-17,0.86,29.21,0.53,22.35,33.81,63.67,482.7,0,29.6,81,2,38
23-06-17,1.16,32.03,2.02,10.92,45.58,70.51,490.86,0,30.1,74,0,21
24-06-17,1.83,29.34,2.26,11.84,25.66,52.25,491.53,0,30.5,72,2.5,47
25-06-17,1.39,25.19,0.5,12.67,21.1,36.47,486.96,0,29.9,73,3,18
26-06-17,1.52,22.63,0.47,13.36,13.41,29.79,490.63,1,30.3,73,2,24
27-06-17,1.9,21.91,0.26,12.45,5.84,26.68,489.57,0,30.2,74,2,28
28-06-17,1.73,23.14,0.49,12.53,5.56,33.75,482.89,0,29.9,76,1.5,42
29-06-17,1.94,23.01,1.31,12.21,5.05,29.38,483.89,0,30,79,2,62
30-06-17,1.29,23.65,1.72,7.75,5.54,32.71,486.31,9,29.9,80,2,22
01-07-17,1.79,25.73,0.58,10.67,5.39,32.17,416.04,1,29,84,2,57
02-07-17,1.98,29.12,1.23,8.45,5.81,40.14,392.52,5,28.4,89,1.8,87
03-07-17,1.96,24.52,0.8,4.54,5.91,27.83,388.81,53,28.1,90,2.5,57
04-07-17,1.73,31.53,0.59,4.58,5.82,58.92,384.53,25,27.7,91,2,58
05-07-17,2.01,31.19,1.11,9.29,27.83,47.5,382.35,28,27.7,90,0,61
06-07-17,4.46,30.79,1.41,3.92,41.02,47.6,457.82,27,29.6,80,2,57
07-07-17,1.97,27.3,0.73,3.1,28.55,38.53,411.3,7,29.4,81,1.7,18
08-07-17,2.13,27.37,1.52,4.56,29.73,45.38,437.96,9,29.3,81,1.6,77
09-07-17,1.9,28.95,0.91,5.16,32.62,53.08,458.9,1,29.8,78,1.8,70
10-07-17,1.97,31.85,1.35,6.41,38.61,61.72,446.73,0,28.8,85,2.3,55
11-07-17,1.98,34.77,0.73,4.81,45.51,66.05,435.09,8,26.7,93,2,60
12-07-17,1.97,33.1,1.11,3.9,46.34,73.37,445.85,103,28.1,87,2,52
13-07-17,1.84,30.58,0.62,3.5,45.08,66.82,456.83,24,28.6,83,2,48
14-07-17,1.86,28.83,0.57,1.46,46.28,71.39,453.15,0,29.6,77,2,23
15-07-17,2,30.18,1.09,2.38,39.38,61.45,465.2,0,30.8,69,2.3,50
16-07-17,12.02,31.34,1.29,7.62,41.23,69.28,454.99,0,31.8,69,2,54
17-07-17,10.21,29.66,2.54,9.11,31.89,50.21,436.3,1,30.6,79,2,51
18-07-17,4.41,30.83,2.12,5.39,40.4,75.41,448.86,6,30.6,74,1.5,54
19-07-17,3.74,29.34,1.01,3.74,28.08,46.48,441.46,5,27.2,91,2,54
20-07-17,2.02,55.17,0.87,2.12,35.63,43.62,446.71,64,27,91,2,38
21-07-17,3.1,28.86,1.72,1.44,49.86,65.89,442.01,17,27.8,88,1,18
22-07-17,2.99,27.67,1.3,1.32,18.42,44.6,428.31,2,28.9,81,0,64
23-07-17,2.29,31.18,1.38,2.52,43.41,63.29,417.06,3,27.6,88,1.5,51
24-07-17,2.22,28.49,2.78,2.27,23.76,26.94,418.49,24,26.6,91,3,48
25-07-17,2.59,29.09,0.6,2.11,27.13,35.23,426.16,49,26.3,92,2,48
26-07-17,5.23,31.95,1.38,3.2,40.68,65.34,416.76,30,26.8,92,2,29
27-07-17,4.97,28.31,2.14,1.82,50.83,77.82,417.55,65,29.5,81,2,51
28-07-17,2.66,23.75,1.08,2.28,39.95,65.93,393.33,0,31.2,73,2,9
29-07-17,2.35,28.11,1.96,2.21,49.44,76.9,383.34,0,29,87,0,52
30-07-17,2.84,32.72,1.78,1.83,85.42,123.89,375.75,10,28.7,86,2,56
31-07-17,3.48,26.84,0.82,2.42,47.98,76.97,371.42,17,30.5,78,2,45
01-08-17,2.2,25.68,0.6,4.03,43.02,55.98,334.14,1,30.1,80,2,42
02-08-17,2.01,28.17,1.71,2.22,43.17,54.96,288.96,7,28.4,90,0,45
03-08-17,2.14,31.62,0.63,3.2,54.7,73.62,273.12,24,28.8,87,2,41
04-08-17,2,30.58,1.14,2.23,57.25,77.39,375.52,123,30.2,82,0,12
05-08-17,2.31,33.12,2.17,4.66,40.67,69.78,381.1,1,30.2,78,2.5,52
06-08-17,2.08,50.31,0.37,3.16,40.01,58.03,372.3,1,29.2,84,2,41
07-08-17,2.09,67.74,0.46,2.2,29.86,57.26,351.51,7,29.1,79,1.5,61
08-08-17,2,58.65,0.75,1.63,38.07,66.5,297.33,0,30.4,75,2,44
09-08-17,1.98,56.55,0.77,2.92,34.52,61.48,304.11,0,29.7,80,2.3,47
10-08-17,1.75,53.72,0.4,2.24,29.64,49.89,301.27,1,29.7,81,3.4,47
11-08-17,1.69,49.33,0.88,1.84,40.85,61.66,292.09,11,28.3,91,2,14
12-08-17,1.79,44.95,0.47,2.1,35.16,33.14,394.42,43,26.6,95,2,41
13-08-17,2.03,44.65,0.8,2.1,26.87,49.08,489,37,28.2,85,2,60
14-08-17,2.15,48.84,1.65,1.19,47.99,70.37,489.94,0,28.2,90,0,23
